,kW,Rida,Gamybos_metai
4577,150,241147,201702
4578,131,162000,201904
4579,131,111800,202112
4580,131,138100,201904
4581,165,65000,201907
4582,136,6350,202106
4583,173,177000,201705
4584,170,3800,202206
4585,132,32600,202106
4586,235,202000,201501
4587,110,143000,202005
4588,111,164000,201405
4589,235,271129,201606
4590,140,149800,201912
4591,140,159200,201911
4592,245,89120,201604
4593,131,124098,202110
4594,150,14600,202108
4595,245,148275,201410
4596,177,98000,201906
4597,225,143500,201601
4598,350,89000,202010
4599,190,134976,201710
4600,210,195000,201805
4601,190,152000,202010
4602,365,180000,201312
4603,377,107180,201909
4604,143,39000,202209
4605,190,92000,201911
4606,235,202000,201501
4607,110,143000,202005
4608,111,164000,201405
4609,235,271129,201606
4610,140,149800,201912
4611,140,159200,201911
4612,245,89120,201604
4613,131,124098,202110
4614,150,14600,202108
4615,245,148275,201410
4616,177,98000,201906
4617,225,143500,201601
4618,350,89000,202010
4619,190,134976,201710
4620,210,195000,201805
4621,190,152000,202010
4622,365,180000,201312
4623,377,107180,201909
4624,143,39000,202209
4625,385,83340,2016
4626,165,232661,201801
4627,200,223000,201607
4628,140,152147,202010
4629,140,135100,201703
4630,140,38827,202201
4631,110,3500,202307
4632,230,220000,201610
4633,190,299999,201704
4634,351,39900,201602
4635,131,78500,201903
4636,110,42000,202004
4637,140,182145,201811
4638,110,4704,202303
4639,225,35810,202105
4640,140,124980,201901
4641,110,32500,202304
4642,131,113100,201907
4643,131,102800,201904
4644,385,83340,2016
4645,165,232661,201801
4646,200,223000,201607
4647,140,152147,202010
4648,140,135100,201703
4649,140,38827,202201
4650,110,3500,202307
4651,230,220000,201610
4652,190,299999,201704
4653,245,142000,201705
4654,351,39900,201602
4655,131,78500,201903
4656,110,42000,202004
4657,140,182145,201811
4658,110,4704,202303
4659,225,35810,202105
4660,140,124980,201901
4661,110,32500,202304
4662,131,113100,201907
4663,131,102800,201904
4664,160,55639,201907
4665,140,55000,202005
4666,190,163000,201511
4667,150,39000,202203
4668,230,250000,201602
4669,130,8400,202206
4670,155,87100,201711
4671,242,53630,202006
4672,306,187300,201504
4673,310,160000,201812
4674,131,119800,201904
4675,131,111600,201902
4676,110,2500,202401
4677,190,130000,201507
4678,140,72000,202007
4679,135,75480,2020
4680,194,64773,202002
4681,235,41000,201805
4682,297,202000,201903
4683,160,55639,201907
4684,140,55000,202005
4685,190,163000,201511
4686,150,39000,202203
4687,230,250000,201602
4688,130,8400,202206
4689,155,87100,201711
4690,242,53630,202006
4691,306,187300,201504
4692,310,160000,201812
4693,131,119800,201904
4694,131,111600,201902
4695,110,2500,202401
4696,190,130000,201507
4697,140,72000,202007
4698,135,75480,2020
4699,194,64773,202002
4700,235,41000,201805
4701,297,202000,201903
4702,110,14,2023
4703,131,116300,202008
4704,195,85000,201804
4705,195,159391,201907
4706,125,91100,201901
4707,190,188000,201411
4708,190,250000,201503
4709,120,129500,202002
4710,110,54177,202004
4711,200,222000,201507
4712,190,196000,201603
4713,194,51000,2017
4714,164,24500,201903
4715,160,27126,202105
4716,324,33100,202106
4717,160,81500,202107
4718,131,70891,201912
4719,265,82700,2018
4720,177,149000,202009
4721,200,44000,202001
4722,131,116300,202008
4723,195,85000,201804
4724,195,159391,201907
4725,125,91100,201901
4726,190,188000,201411
4727,190,180000,201702
4728,190,250000,201503
4729,120,129500,202002
4730,110,54177,202004
4731,200,222000,201507
4732,190,196000,201603
4733,194,51000,2017
4734,164,24500,201903
4735,160,27126,202105
4736,324,33100,202106
4737,160,81500,202107
4738,131,70891,201912
4739,265,82700,2018
4740,177,149000,202009
4741,200,44000,202001
4742,190,14600,202210
4743,148,164880,202011
4744,215,116000,201912
4745,245,83000,201701
4746,150,17358,202302
4747,131,124000,202102
4748,131,62700,201904
4749,140,191000,201802
4750,195,273000,201908
4751,140,133682,201507
4752,185,62600,201906
4753,155,69500,201804
4754,169,31755,202201
4755,110,49140,202111
4756,250,98011,201711
4757,170,46590,202006
4758,324,185000,201602
4759,125,11000,202202
4760,190,200000,201604
4761,190,14600,202210
4762,148,164880,202011
4763,215,116000,201912
4764,245,83000,201701
4765,150,17358,202302
4766,131,124000,202102
4767,131,62700,201904
4768,140,191000,201802
4769,195,273000,201908
4770,140,133682,201507
4771,185,62600,201906
4772,155,69500,201804
4773,200,231000,201304
4774,169,31755,202201
4775,110,49140,202111
4776,250,98011,201711
4777,170,46590,202006
4778,324,185000,201602
4779,125,11000,202202
4780,190,200000,201604
4781,195,152000,201802
4782,270,101100,201806
4783,194,129595,201209
4784,210,154000,202007
4785,135,45100,202105
4786,180,6100,202306
4787,200,162333,201712
4788,110,132000,2020
4789,163,130342,202004
4790,150,119762,202012
4791,190,139900,2016
4792,110,4000,202203
4793,260,136500,201703
4794,194,58756,2020
4795,240,111070,201701
4796,116,20580,202303
4797,202,161000,201703
4798,140,43500,201904
4799,240,46700,201801
4800,184,5000,202011
4801,195,152000,201802
4802,270,101100,201806
4803,194,129595,201209
4804,210,154000,202007
4805,135,45100,202105
4806,180,6100,202306
4807,200,162333,201712
4808,110,132000,2020
4809,163,130342,202004
4810,150,119762,202012
4811,190,139900,2016
4812,110,4000,202203
4813,260,136500,201703
4814,194,58756,2020
4815,240,111070,201701
4816,116,20580,202303
4817,202,161000,201703
4818,140,43500,201904
4819,240,46700,201801
4820,184,5000,202011
4821,160,205700,201805
4822,135,44000,201905
4823,150,65000,201812
4824,110,45775,202106
4825,131,105500,202011
4826,145,109900,201811
4827,160,30710,202106
4828,140,21500,202201
4829,110,17000,202107
4830,228,53217,202107
4831,195,83525,202103
4832,232,158000,201804
4833,150,7900,202201
4834,150,14906,202302
4835,294,61000,201902
4836,245,59600,201712
4837,170,13425,202209
4838,228,89348,202204
4839,131,103100,201903
4840,214,15900,202203
4841,160,205700,201805
4842,135,44000,201905
4843,150,65000,201812
4844,110,45775,202106
4845,131,105500,202011
4846,145,109900,201811
4847,160,30710,202106
4848,140,21500,202201
4849,110,17000,202107
4850,228,53217,202107
4851,195,83525,202103
4852,232,158000,201804
4853,150,7900,202201
4854,150,14906,202302
4855,294,61000,201902
4856,245,59600,201712
4857,170,13425,202209
4858,228,89348,202204
4859,131,103100,201903
4860,214,15900,202203
4861,185,58350,201801
4862,200,125500,201603
4863,190,203780,201610
4864,140,2676,202301
4865,116,23833,202210
4866,140,26201,201907
4867,131,52700,202108
4868,155,119058,201808
4869,190,61000,201712
4870,245,187000,2017
4871,169,25000,202106
4872,265,77625,201806
4873,160,23652,202201
4874,225,60000,202001
4875,250,149000,201811
4876,230,117157,201606
4877,169,32000,2021
4878,150,77317,202005
4879,131,53600,202101
4880,180,33699,202106
4881,185,58350,201801
4882,200,125500,201603
4883,190,203780,201610
4884,140,2676,202301
4885,116,23833,202210
4886,140,26201,201907
4887,131,52700,202108
4888,155,119058,201808
4889,190,61000,201712
4890,245,187000,2017
4891,169,25000,202106
4892,265,77625,201806
4893,160,23652,202201
4894,225,60000,202001
4895,250,149000,201811
4896,230,117157,201606
4897,169,32000,2021
4898,150,77317,202005
4899,131,53600,202101
4900,180,33699,202106
4901,210,89042,202002
4902,302,39000,201405
4903,140,62461,202105
4904,180,23600,202202
4905,250,129000,201501
4906,190,300000,201411
4907,131,40700,202205
4908,200,192756,201704
4909,245,7000,202102
4910,110,68000,202002
4911,191,6250,202301
4912,210,138541,201808
4913,278,146000,201701
4914,300,154887,202003
4915,195,135000,201810
4916,180,34700,202106
4917,131,24000,202206
4918,377,48260,202112
4919,148,69300,202104
4920,210,89042,202002
4921,302,39000,201405
4922,140,62461,202105
4923,180,23600,202202
4924,250,129000,201501
4925,190,300000,201411
4926,131,40700,202205
4927,200,192756,201704
4928,245,7000,202102
4929,110,68000,202002
4930,191,6250,202301
4931,210,138541,201808
4932,278,146000,201701
4933,300,154887,202003
4934,195,135000,201810
4935,180,34700,202106
4936,162,46000,202010
4937,131,24000,202206
4938,377,48260,202112
4939,148,69300,202104
4940,270,72000,201802
4941,180,130000,202009
4942,150,155500,201705
4943,135,27000,202204
4944,228,36000,202111
4945,272,105000,201801
4946,150,108241,202102
4947,131,62300,201909
4948,131,68800,202204
4949,131,71100,201905
4950,230,91000,201702
4951,200,49000,202107
4952,131,47000,202206
4953,131,38500,202205
4954,131,45000,202206
4955,195,22420,202203
4956,287,169600,201711
4957,145,11952,202310
4958,110,84610,202010
4959,231,21700,202001
4960,270,72000,201802
4961,180,130000,202009
4962,150,155500,201705
4963,135,27000,202204
4964,228,36000,202111
4965,272,105000,201801
4966,150,108241,202102
4967,131,62300,201909
4968,131,68800,202204
4969,131,71100,201905
4970,230,91000,201702
4971,200,49000,202107
4972,131,47000,202206
4973,131,38500,202205
4974,131,45000,202206
4975,195,22420,202203
4976,287,169600,201711
4977,145,11952,202310
4978,110,84610,202010
4979,231,21700,202001
4980,169,6300,2023
4981,200,179000,201611
4982,377,39100,202103
4983,230,154000,201812
4984,190,109000,201507
4985,195,131676,201907
4986,239,193000,200708
4987,190,127458,201601
4988,140,49985,202002
4989,169,4831,2021
4990,140,6700,2022
4991,200,215000,201610
4992,190,144700,201704
4993,294,214410,201501
4994,191,85912,201901
4995,150,59868,202106
4996,169,6300,2023
4997,200,179000,201611
4998,377,39100,202103
4999,230,154000,201812
5000,190,109000,201507
5001,110,1,2023
5002,214,36800,202111
5003,195,131676,201907
5004,239,193000,200708
5005,190,127458,201601
5006,110,10009,202303
5007,140,49985,202002
5008,169,4831,2021
5009,140,6700,2022
5010,123,2778,2023
5011,200,215000,201610
5012,190,144700,201704
5013,294,214410,201501
5014,191,85912,201901
5015,150,59868,202106
5016,221,40501,202002
5017,160,115300,201705
5018,185,67838,2019
5019,140,157500,2021
5020,140,157500,2021
5021,340,89000,201708
5022,193,104510,201606
5023,110,28450,202207
5024,250,125300,202107
5025,324,70000,202111
5026,170,81400,201911
5027,180,68300,201801
5028,150,96044,201906
5029,145,157563,202103
5030,131,60100,202106
5031,131,76700,202103
5032,140,20000,202211
5033,173,121000,201702
5034,148,150000,202101
5035,228,26000,202204
5036,221,40501,202002
5037,160,115300,201705
5038,185,67838,2019
5039,140,157500,2021
5040,140,157500,2021
5041,340,89000,201708
5042,193,104510,201606
5043,110,28450,202207
5044,250,125300,202107
5045,324,70000,202111
5046,170,81400,201911
5047,180,68300,201801
5048,150,96044,201906
5049,145,157563,202103
5050,131,60100,202106
5051,131,76700,202103
5052,140,20000,202211
5053,173,121000,201702
5054,148,150000,202101
5055,228,26000,202204
5056,188,83800,201806
5057,140,151000,201907
5058,309,99000,201706
5059,150,109000,201712
5060,275,115914,202008
5061,129,14900,202301
5062,140,38950,201911
5063,155,29250,202112
5064,310,76900,201801
5065,250,70000,201807
5066,375,227200,201405
5067,270,70000,201602
5068,235,224855,201611
5069,143,130000,201911
5070,193,82000,201501
5071,293,28000,202205
5072,176,130093,202011
5073,190,190000,201604
5074,190,98800,201407
5075,224,8020,200706
5076,188,83800,201806
5077,140,151000,201907
5078,309,99000,201706
5079,150,109000,201712
5080,275,115914,202008
5081,129,14900,202301
5082,140,38950,201911
5083,155,29250,202112
5084,310,76900,201801
5085,250,70000,201807
5086,375,227200,201405
5087,270,70000,201602
5088,235,224855,201611
5089,143,130000,201911
5090,193,82000,201501
5091,293,28000,202205
5092,176,130093,202011
5093,190,190000,201604
5094,190,98800,201407
5095,224,8020,200706
5096,411,89600,2006
5097,309,80100,201306
5098,317,105000,201501
5099,225,111082,202105
5100,210,170350,202005
5101,180,128336,202009
5102,185,25000,202101
5103,210,179096,201905
5104,405,153000,201504
5105,287,95000,202007
5106,190,111253,201802
5107,281,24385,202011
5108,131,43900,202108
5109,145,45150,202103
5110,215,34200,202007
5111,140,171234,201911
5112,215,127000,202005
5113,140,161771,201802
5114,411,89600,2006
5115,309,80100,201306
5116,317,105000,201501
5117,124,8029,2023
5118,225,111082,202105
5119,376,244158,2016
5120,210,170350,202005
5121,180,128336,202009
5122,185,25000,202101
5123,210,179096,201905
5124,405,153000,201504
5125,287,95000,202007
5126,190,111253,201802
5127,281,24385,202011
5128,131,43900,202108
5129,145,45150,202103
5130,215,34200,202007
5131,140,171234,201911
5132,215,127000,202005
5133,140,161771,201802
5134,294,115269,201906
5135,110,38325,202202
5136,190,149800,201603
5137,195,118000,201604
5138,250,93170,202111
5139,265,70900,201905
5140,131,44100,202203
5141,131,33100,202203
5142,245,124500,201710
5143,260,76700,201801
5144,145,31003,202302
5145,257,300000,202004
5146,184,96500,202010
5147,324,71500,202002
5148,245,250276,201707
5149,141,298,202304
5150,169,27690,202206
5151,140,15500,202207
5152,260,45618,201801
5153,294,115269,201906
5154,110,38325,202202
5155,190,149800,201603
5156,195,118000,201604
5157,250,93170,202111
5158,265,70900,201905
5159,131,44100,202203
5160,131,33100,202203
5161,245,124500,201710
5162,260,76700,201801
5163,145,31003,202302
5164,190,108000,2018
5165,257,300000,202004
5166,184,96500,202010
5167,324,71500,202002
5168,245,250276,201707
5169,141,298,202304
5170,169,27690,202206
5171,140,15500,202207
5172,260,45618,201801
5173,306,173000,201504
5174,280,17350,202206
5175,170,119600,202008
5176,250,135000,201801
5177,140,70000,202107
5178,324,57400,202106
5179,270,141670,201611
5180,135,98100,201605
5181,140,11650,202302
5182,195,136000,201905
5183,235,169545,201612
5184,195,118879,2018
5185,150,127000,201605
5186,150,44000,202006
5187,260,131500,201805
5188,150,13800,202212
5189,230,46029,202008
5190,228,15163,202205
5191,180,62378,202004
5192,140,65159,202204
5193,306,173000,201504
5194,280,17350,202206
5195,170,119600,202008
5196,250,135000,201801
5197,140,70000,202107
5198,324,57400,202106
5199,270,141670,201611
5200,135,98100,201605
5201,140,11650,202302
5202,195,136000,201905
5203,235,169545,201612
5204,195,118879,2018
5205,150,127000,201605
5206,150,44000,202006
5207,260,131500,201805
5208,150,13800,202212
5209,230,46029,202008
5210,228,15163,202205
5211,180,62378,202004
5212,140,65159,202204
5213,210,88500,201810
5214,378,37260,202001
5215,116,18000,202307
5216,193,115421,201607
5217,150,14813,202112
5218,145,11800,202303
5219,185,155000,202001
5220,147,35000,202202
5221,210,225750,201808
5222,185,40800,201902
5223,335,99000,201412
5224,110,5159,202202
5225,228,32446,202204
5226,150,108689,201808
5227,245,80000,201806
5228,250,87000,201811
5229,190,88300,201603
5230,170,120722,201909
5231,110,20900,202203
5232,190,82450,201511
5233,210,88500,201810
5234,378,37260,202001
5235,116,18000,202307
5236,193,115421,201607
5237,150,14813,202112
5238,145,11800,202303
5239,185,155000,202001
5240,147,35000,202202
5241,210,225750,201808
5242,185,40800,201902
5243,335,99000,201412
5244,110,5159,202202
5245,228,32446,202204
5246,150,108689,201808
5247,245,80000,201806
5248,250,87000,201811
5249,190,88300,201603
5250,170,120722,201909
5251,110,20900,202203
5252,190,82450,201511
5253,339,58000,202006
5254,180,52000,202109
5255,294,135000,201810
5256,293,117000,201203
5257,150,149000,201704
5258,110,8370,202305
5259,228,24200,202204
5260,143,17292,201809
5261,206,25600,2022
5262,240,83600,201701
5263,143,30600,202205
5264,568,76000,201611
5265,150,80000,202108
5266,140,44836,202209
5267,170,86000,201911
5268,190,134188,201809
5269,143,134000,202006
5270,193,137332,201810
5271,110,67000,202205
5272,288,141000,201812
5273,339,58000,202006
5274,180,52000,202109
5275,294,135000,201810
5276,293,117000,201203
5277,150,149000,201704
5278,110,8370,202305
5279,228,24200,202204
5280,143,17292,201809
5281,206,25600,2022
5282,240,83600,201701
5283,143,30600,202205
5284,568,76000,201611
5285,150,80000,202108
5286,140,44836,202209
5287,170,86000,201911
5288,190,134188,201809
5289,143,134000,202006
5290,193,137332,201810
5291,110,67000,202205
5292,288,141000,201812
5293,330,105600,201706
5294,190,50000,202101
5295,235,136000,201810
5296,190,80000,201701
5297,185,26327,202204
5298,140,162100,201603
5299,183,194000,201801
5300,145,14800,202306
5301,110,116565,201907
5302,147,167560,201304
5303,275,39600,202105
5304,183,207000,201907
5305,195,20,202309
5306,143,71343,202102
5307,225,94651,202104
5308,160,31900,202208
5309,268,52000,202001
5310,177,123548,201804
5311,206,77000,202103
5312,190,104920,201901
5313,330,105600,201706
5314,190,50000,202101
5315,235,136000,201810
5316,190,80000,201701
5317,185,26327,202204
5318,140,162100,201603
5319,183,194000,201801
5320,145,14800,202306
5321,110,116565,201907
5322,147,167560,201304
5323,275,39600,202105
5324,183,207000,201907
5325,195,20,202309
5326,143,71343,202102
5327,225,94651,202104
5328,160,31900,202208
5329,268,52000,202001
5330,177,123548,201804
5331,206,77000,202103
5332,190,104920,201901
5333,143,89486,202009
5334,195,101150,201810
5335,160,17999,202112
5336,190,126000,201512
5337,150,50500,202206
5338,190,146000,201711
5339,285,69000,202106
5340,135,31000,202207
5341,300,13900,202101
5342,250,95697,201801
5343,324,20600,202106
5344,120,8342,202209
5345,340,123000,201801
5346,140,201000,201808
5347,250,105228,201712
5348,206,61869,202105
5349,245,108850,201701
5350,195,169000,201806
5351,116,10000,202303
5352,143,89486,202009
5353,195,101150,201810
5354,160,17999,202112
5355,190,126000,201512
5356,150,50500,202206
5357,190,146000,201711
5358,285,69000,202106
5359,135,31000,202207
5360,300,13900,202101
5361,250,95697,201801
5362,324,20600,202106
5363,120,8342,202209
5364,340,123000,201801
5365,110,12,2023
5366,140,201000,201808
5367,250,105228,201712
5368,206,61869,202105
5369,245,108850,201701
5370,195,169000,201806
5371,116,10000,202303
5372,193,111745,201810
5373,386,88000,201602
5374,366,6120,202212
5375,150,3607,202302
5376,220,7374,202207
5377,143,54125,201911
5378,230,37000,201605
5379,182,51500,202101
5380,110,180,202212
5381,270,63754,201707
5382,150,23271,202206
5383,177,15550,202208
5384,110,12950,202203
5385,309,128800,201406
5386,150,15000,202212
5387,184,72000,202011
5388,200,121170,201805
5389,210,226821,201406
5390,156,129000,202112
5391,210,180000,201907
5392,193,111745,201810
5393,386,88000,201602
5394,366,6120,202212
5395,150,3607,202302
5396,220,7374,202207
5397,143,54125,201911
5398,230,37000,201605
5399,182,51500,202101
5400,110,180,202212
5401,270,63754,201707
5402,150,23271,202206
5403,177,15550,202208
5404,110,12950,202203
5405,309,128800,201406
5406,150,15000,202212
5407,184,72000,202011
5408,200,121170,201805
5409,210,226821,201406
5410,156,129000,202112
5411,210,180000,201907
5412,220,35646,202012
5413,135,87500,202106
5414,185,41502,202212
5415,223,126600,201809
5416,140,19000,202301
5417,340,97900,201812
5418,143,139148,202108
5419,120,8455,202211
5420,190,163000,201604
5421,180,4395,202307
5422,140,25300,202106
5423,260,74200,201901
5424,250,78560,201901
5425,250,101550,202105
5426,155,3500,202306
5427,145,26500,202105
5428,155,8000,202306
5429,220,19887,202102
5430,124,10,2023
5431,220,35646,202012
5432,190,58531,201405
5433,135,87500,202106
5434,185,41502,202212
5435,223,126600,201809
5436,140,19000,202301
5437,340,97900,201812
5438,143,139148,202108
5439,120,8455,202211
5440,190,163000,201604
5441,180,4395,202307
5442,140,25300,202106
5443,260,74200,201901
5444,250,78560,201901
5445,250,101550,202105
5446,155,3500,202306
5447,145,26500,202105
5448,155,8000,202306
5449,220,19887,202102
5450,300,76450,201912
5451,177,126108,201905
5452,227,65000,202206
5453,451,93000,201806
5454,162,25350,202201
5455,158,34404,202205
5456,340,61000,201806
5457,423,96365,201406
5458,193,76020,201806
5459,245,86000,201606
5460,230,49200,201709
5461,265,92203,201708
5462,376,18200,200806
5463,260,86400,201801
5464,210,113000,201808
5465,270,111905,202009
5466,110,9000,202309
5467,185,23000,202203
5468,130,7000,202309
5469,300,76450,201912
5470,177,126108,201905
5471,227,65000,202206
5472,124,1,2023
5473,451,93000,201806
5474,162,25350,202201
5475,158,34404,202205
5476,340,61000,201806
5477,423,96365,201406
5478,193,76020,201806
5479,245,86000,201606
5480,230,49200,201709
5481,265,92203,201708
5482,376,18200,200806
5483,260,86400,201801
5484,210,113000,201808
5485,270,111905,202009
5486,110,9000,202309
5487,185,23000,202203
5488,130,7000,202309
5489,120,20000,202303
5490,130,7000,202312
5491,149,29250,202103
5492,235,37800,202006
5493,270,124706,201509
5494,295,141000,201806
5495,194,55000,202206
5496,334,54200,201801
5497,148,2933,202310
5498,378,19000,202211
5499,150,200,202302
5500,130,105801,201807
5501,147,114000,202206
5502,190,151000,201611
5503,150,156000,201509
5504,140,200800,201704
5505,170,131208,201907
5506,130,93100,201907
5507,331,132500,201709
5508,120,20000,202303
5509,130,7000,202312
5510,149,29250,202103
5511,235,37800,202006
5512,270,124706,201509
5513,295,141000,201806
5514,194,55000,202206
5515,334,54200,201801
5516,148,2933,202310
5517,378,19000,202211
5518,150,200,202302
5519,130,105801,201807
5520,147,114000,202206
5521,190,151000,201611
5522,150,156000,201509
5523,140,200800,201704
5524,110,1,2023
5525,170,131208,201907
5526,130,93100,201907
5527,331,132500,201709
5528,147,32885,202202
5529,320,199707,201707
5530,168,50000,202111
5531,140,66700,202108
5532,150,24000,202301
5533,378,31500,202211
5534,230,24800,202102
5535,190,68000,201710
5536,193,94550,201909
5537,150,30000,202303
5538,340,41000,201901
5539,184,106800,2019
5540,155,122435,201810
5541,129,10,202309
5542,221,96400,201907
5543,120,5000,202309
5544,140,141500,201702
5545,150,25500,202211
5546,147,32885,202202
5547,320,199707,201707
5548,168,50000,202111
5549,140,66700,202108
5550,150,24000,202301
5551,378,31500,202211
5552,230,24800,202102
5553,190,68000,201710
5554,193,94550,201909
5555,150,30000,202303
5556,340,41000,201901
5557,184,106800,2019
5558,155,122435,201810
5559,129,10,202309
5560,221,96400,201907
5561,120,5000,202309
5562,140,141500,201702
5563,160,4100,2023
5564,150,25500,202211
5565,160,5709,202302
5566,157,29500,202302
5567,150,11000,202305
5568,164,9000,202307
5569,264,174000,201804
5570,120,19500,202304
5571,178,9500,202305
5572,451,66200,2018
5573,294,64000,201706
5574,130,38500,201910
5575,145,50000,202203
5576,140,8924,202210
5577,193,92500,201910
5578,300,73000,201912
5579,150,24246,202107
5580,294,45450,201904
5581,210,85300,202102
5582,225,120326,202108
5583,125,34000,202206
5584,184,45000,201912
5585,157,29500,202302
5586,150,11000,202305
5587,164,9000,202307
5588,264,174000,201804
5589,120,19500,202304
5590,178,9500,202305
5591,451,66200,2018
5592,294,64000,201706
5593,155,10,2023
5594,130,38500,201910
5595,145,50000,202203
5596,140,8924,202210
5597,193,92500,201910
5598,300,73000,201912
5599,150,24246,202107
5600,294,45450,201904
5601,210,85300,202102
5602,225,120326,202108
5603,125,34000,202206
5604,184,45000,201912
5605,195,27900,202208
5606,270,93000,202010
5607,160,32000,202212
5608,210,119500,201905
5609,145,103000,202007
5610,178,22000,202211
5611,155,10000,202211
5612,300,93000,201907
5613,309,77500,2014
5614,185,11700,201806
5615,260,32200,202206
5616,285,20623,202005
5617,150,7000,202309
5618,140,53770,202211
5619,145,3792,202208
5620,378,380,202311
5621,120,10000,202310
5622,190,90000,201709
5623,215,64500,202101
5624,393,40000,202211
5625,195,27900,202208
5626,270,93000,202010
5627,160,32000,202212
5628,210,119500,201905
5629,145,103000,202007
5630,178,22000,202211
5631,155,10000,202211
5632,300,93000,201907
5633,309,77500,2014
5634,185,11700,201806
5635,260,32200,202206
5636,285,20623,202005
5637,150,7000,202309
5638,140,53770,202211
5639,145,3792,202208
5640,378,380,202311
5641,120,10000,202310
5642,190,90000,201709
5643,215,64500,202101
5644,393,40000,202211
5645,190,90000,201709
5646,215,64500,202101
5647,393,40000,202211
5648,285,8257,202107
5649,150,29731,202306
5650,120,10000,202309
5651,221,177600,201808
5652,210,154265,201905
5653,146,163800,202012
5654,320,196000,201807
5655,260,62000,201906
5656,285,29719,202201
5657,287,53500,201901
5658,285,56000,202105
5659,302,30000,202002
5660,306,125000,201612
5661,230,37000,202201
5662,398,50000,202001
5663,120,10000,202307
5664,221,94000,201906
5665,190,90000,201709
5666,215,64500,202101
5667,393,40000,202211
5668,285,8257,202107
5669,150,29731,202306
5670,120,10000,202309
5671,221,177600,201808
5672,210,154265,201905
5673,146,163800,202012
5674,320,196000,201807
5675,260,62000,201906
5676,285,29719,202201
5677,287,53500,201901
5678,285,56000,202105
5679,302,30000,202002
5680,306,125000,201612
5681,230,37000,202201
5682,398,50000,202001
5683,120,10000,202307
5684,221,94000,201906
5685,173,118000,202010
5686,155,12200,202303
5687,210,115419,201808
5688,148,23500,202304
5689,193,78791,201812
5690,140,30000,202210
5691,210,121786,201901
5692,210,64700,201911
5693,210,105300,201805
5694,150,9200,202309
5695,160,20000,202205
5696,130,155963,201902
5697,221,109000,201809
5698,287,1500,202308
5699,146,50134,202008
5700,132,4510,202308
5701,310,97905,202004
5702,230,79900,201809
5703,300,18500,202104
5704,150,1,2024
5705,173,118000,202010
5706,155,12200,202303
5707,210,115419,201808
5708,148,23500,202304
5709,193,78791,201812
5710,140,30000,202210
5711,210,121786,201901
5712,210,64700,201911
5713,210,105300,201805
5714,150,9200,202309
5715,160,20000,202205
5716,130,155963,201902
5717,221,109000,201809
5718,287,1500,202308
5719,146,50134,202008
5720,132,4510,202308
5721,310,97905,202004
5722,230,79900,201809
5723,300,18500,202104
5724,140,147400,201703
5725,338,50000,201701
5726,240,49810,201810
5727,287,49700,202204
5728,155,44521,202109
5729,250,49500,201907
5730,150,35000,202208
5731,138,18743,202112
5732,250,153000,201807
5733,150,15820,202207
5734,129,1400,202311
5735,130,68700,202005
5736,235,58870,202204
5737,270,23430,202112
5738,380,94700,201701
5739,320,150107,201701
5740,164,18000,202307
5741,331,73370,201904
5742,250,27900,202008
5743,195,138450,201904
5744,140,147400,201703
5745,338,50000,201701
5746,240,49810,201810
5747,287,49700,202204
5748,155,44521,202109
5749,250,49500,201907
5750,150,35000,202208
5751,138,18743,202112
5752,250,153000,201807
5753,150,15820,202207
5754,129,1400,202311
5755,130,68700,202005
5756,235,58870,202204
5757,270,23430,202112
5758,380,94700,201701
5759,320,150107,201701
5760,164,18000,202307
5761,331,73370,201904
5762,250,27900,202008
5763,195,138450,201904
5764,195,117000,201911
5765,180,31324,201910
5766,320,191583,201803
5767,195,22000,202205
5768,160,12000,202305
5769,260,12549,202201
5770,158,5000,202304
5771,195,11007,202206
5772,110,7000,202301
5773,200,42523,202006
5774,378,21033,202203
5775,210,71257,201905
5776,135,12200,2023
5777,250,152963,202002
5778,287,88500,202104
5779,220,16800,202303
5780,228,2604,202304
5781,180,115500,201907
5782,195,117000,201911
5783,180,31324,201910
5784,320,191583,201803
5785,132,1,2024
5786,195,22000,202205
5787,160,12000,202305
5788,260,12549,202201
5789,158,5000,202304
5790,195,11007,202206
5791,110,7000,202301
5792,200,42523,202006
5793,378,21033,202203
5794,210,71257,201905
5795,135,12200,2023
5796,160,1,2023
5797,250,152963,202002
5798,287,88500,202104
5799,220,16800,202303
5800,228,2604,202304
5801,180,115500,201907
5802,185,77000,201904
5803,150,20630,202206
5804,300,40000,202002
5805,160,10000,202310
5806,155,28000,202110
5807,168,4300,202210
5808,150,1881,202210
5809,183,112342,202003
5810,335,123000,201903
5811,220,57767,202109
5812,270,143000,201810
5813,375,39700,201701
5814,183,120400,202102
5815,221,154359,201908
5816,190,2800,202206
5817,178,4900,202209
5818,150,12550,202308
5819,190,95800,201707
5820,125,17069,202203
5821,150,42495,202206
5822,185,77000,201904
5823,150,20630,202206
5824,300,40000,202002
5825,160,10000,202310
5826,155,28000,202110
5827,168,4300,202210
5828,150,1881,202210
5829,183,112342,202003
5830,335,123000,201903
5831,220,57767,202109
5832,270,143000,201810
5833,375,39700,201701
5834,183,120400,202102
5835,221,154359,201908
5836,190,2800,202206
5837,178,4900,202209
5838,150,12550,202308
5839,190,95800,201707
5840,125,17069,202203
5841,150,42495,202206
5842,140,45000,202108
5843,184,13000,202312
5844,220,16500,202106
5845,150,65500,202010
5846,287,70900,202009
5847,220,9800,202211
5848,300,24961,202109
5849,230,12172,202112
