,kW,Rida,Gamybos_metai
1777,120,100500,201503
1778,124,140000,201706
1779,110,186363,201603
1780,110,309000,201807
1781,184,187500,201501
1782,157,1,201201
1783,125,162000,201703
1784,225,224837,201104
1785,120,402000,200806
1786,110,246000,201811
1787,164,132600,201501
1788,135,230000,201212
1789,140,200800,201604
1790,125,289100,2010
1791,220,313548,201012
1792,110,257000,201211
1793,110,230000,201306
1794,118,76151,201409
1795,210,144000,200811
1796,130,272800,201212
1797,120,134000,201104
1798,110,192560,201704
1799,180,327450,201009
1800,135,270545,201305
1801,150,299845,201110
1802,190,252488,201112
1803,125,162000,201703
1804,225,224837,201104
1805,120,402000,200806
1806,110,246000,201811
1807,164,132600,201501
1808,135,230000,201212
1809,140,200800,201604
1810,125,289100,2010
1811,220,313548,201012
1812,110,257000,201211
1813,110,230000,201306
1814,118,76151,201409
1815,210,144000,200811
1816,130,272800,201212
1817,120,134000,201104
1818,110,192560,201704
1819,180,327450,201009
1820,135,270545,201305
1821,150,299845,201110
1822,190,252488,201112
1823,140,200000,201502
1824,110,301242,201606
1825,158,250000,201302
1826,150,180000,201010
1827,250,202400,200912
1828,209,228323,201512
1829,177,366000,201012
1830,160,266750,2013
1831,210,150000,2011
1832,285,264882,2008
1833,173,473000,200705
1834,240,287052,2008
1835,120,270000,201003
1836,135,257667,201210
1837,130,278111,201505
1838,150,340000,201209
1839,158,229000,201208
1840,125,263000,2009
1841,140,200000,201502
1842,110,301242,201606
1843,158,250000,201302
1844,150,180000,201010
1845,250,202400,200912
1846,209,228323,201512
1847,177,366000,201012
1848,160,266750,2013
1849,210,150000,2011
1850,285,264882,2008
1851,173,473000,200705
1852,110,262598,201603
1853,240,287052,2008
1854,120,270000,201003
1855,135,257667,201210
1856,135,189500,201506
1857,130,278111,201505
1858,150,340000,201209
1859,158,229000,201208
1860,125,263000,2009
1861,208,217482,201503
1862,125,269000,201708
1863,114,202000,201409
1864,135,312212,201110
1865,133,236000,201408
1866,135,350000,2014
1867,110,359000,201705
1868,179,216663,201601
1869,130,175000,201409
1870,110,275700,201611
1871,130,210000,2012
1872,150,337000,200912
1873,110,255400,201712
1874,110,270000,201604
1875,135,270000,201103
1876,135,245000,201212
1877,190,300000,2010
1878,132,192000,201707
1879,150,296374,201111
1880,208,217482,201503
1881,125,269000,201708
1882,114,202000,201409
1883,135,312212,201110
1884,133,236000,201408
1885,135,350000,2014
1886,110,359000,201705
1887,179,216663,201601
1888,130,175000,201409
1889,110,275700,201611
1890,130,210000,2012
1891,150,337000,200912
1892,110,255400,201712
1893,110,270000,201604
1894,135,270000,201103
1895,135,245000,201212
1896,190,300000,2010
1897,132,192000,201707
1898,150,296374,201111
1899,110,230000,201310
1900,177,269000,200910
1901,135,261000,201102
1902,180,242240,201108
1903,125,185000,201301
1904,120,242875,201512
1905,135,268545,201511
1906,180,274588,201212
1907,250,329000,201010
1908,125,175000,201806
1909,210,279580,201008
1910,176,246878,201005
1911,125,203548,201812
1912,180,278000,201112
1913,110,258000,201802
1914,225,246000,201211
1915,135,153000,201312
1916,135,267000,201212
1917,110,278232,201709
1918,135,243630,201210
1919,177,269000,200910
1920,135,261000,201102
1921,180,242240,201108
1922,125,185000,201301
1923,120,242875,201512
1924,135,268545,201511
1925,180,274588,201212
1926,250,329000,201010
1927,147,1,201401
1928,125,175000,201806
1929,210,279580,201008
1930,176,246878,201005
1931,125,203548,201812
1932,180,278000,201112
1933,110,258000,201802
1934,225,246000,201211
1935,135,153000,201312
1936,135,267000,201212
1937,110,278232,201709
1938,135,243630,201210
1939,162,146000,2014
1940,135,313224,201309
1941,171,190000,201301
1942,160,207995,2013
1943,155,183420,201301
1944,155,129675,201301
1945,190,280000,201504
1946,306,200000,200807
1947,250,195000,201309
1948,268,260400,201405
1949,110,250000,201504
1950,140,391000,201612
1951,150,201231,201210
1952,150,229000,201311
1953,110,109235,201706
1954,120,199000,201904
1955,125,360000,2017
1956,110,234224,201511
1957,190,286000,201405
1958,162,146000,2014
1959,135,313224,201309
1960,171,190000,201301
1961,160,207995,2013
1962,155,183420,201301
1963,155,129675,201301
1964,190,280000,201504
1965,306,200000,200807
1966,250,195000,201309
1967,268,260400,201405
1968,110,250000,201504
1969,140,391000,201612
1970,150,201231,201210
1971,150,229000,201311
1972,110,109235,201706
1973,120,199000,201904
1974,125,360000,2017
1975,225,1,201101
1976,110,234224,201511
1977,190,286000,201405
1978,147,220000,201112
1979,177,309000,201504
1980,180,285555,201111
1981,190,215400,201406
1982,155,197000,201202
1983,135,140000,201309
1984,132,157851,201606
1985,110,185504,202003
1986,110,122000,201810
1987,110,180000,201601
1988,180,205000,201111
1989,130,291000,201312
1990,140,213819,2013
1991,190,272458,201212
1992,180,249371,201012
1993,140,261321,201612
1994,135,186351,201402
1995,230,194000,201112
1996,110,150000,201203
1997,147,220000,201112
1998,177,309000,201504
1999,180,285555,201111
2000,190,215400,201406
2001,155,197000,201202
2002,135,140000,201309
2003,132,157851,201606
2004,110,185504,202003
2005,110,122000,201810
2006,110,180000,201601
2007,180,205000,201111
2008,130,291000,201312
2009,140,213819,2013
2010,118,1,201509
2011,190,272458,201212
2012,180,249371,201012
2013,140,261321,201612
2014,135,186351,201402
2015,230,194000,201112
2016,110,150000,201203
2017,180,299999,201111
2018,160,293222,201603
2019,210,212000,200909
2020,110,159064,201312
2021,120,132000,201103
2022,120,246700,201710
2023,129,248500,201512
2024,140,275000,201710
2025,110,256000,201511
2026,180,100254,2016
2027,183,260801,201009
2028,130,360000,201402
2029,125,191000,201307
2030,121,205319,201801
2031,135,348245,201212
2032,110,209678,201810
2033,125,298011,201508
2034,180,1,201112
2035,180,299999,201111
2036,160,293222,201603
2037,210,212000,200909
2038,110,159064,201312
2039,120,132000,201103
2040,120,246700,201710
2041,129,248500,201512
