,k
8866,14700.0
8867,14700.0
8868,14762.0
8869,14799.0
8870,14800.0
8871,14900.0
8872,14900.0
8873,14900.0
8874,14944.0
8875,14490.0
8876,14500.0
8877,14500.0
8878,14500.0
8879,14500.0
8880,14500.0
8881,14500.0
8882,14500.0
8883,14555.0
8884,14600.0
8885,14650.0
8886,14700.0
8887,14700.0
8888,14762.0
8889,14799.0
8890,14800.0
8891,14900.0
8892,14900.0
8893,14900.0
8894,14944.0
8895,14490.0
8896,14500.0
8897,14500.0
8898,14500.0
8899,14500.0
8900,14500.0
8901,14500.0
8902,14500.0
8903,14555.0
8904,14600.0
8905,14650.0
8906,14700.0
8907,14700.0
8908,14762.0
8909,14799.0
8910,14800.0
8911,14900.0
8912,14900.0
8913,14900.0
8914,14944.0
8915,14490.0
8916,14500.0
8917,14500.0
8918,14500.0
8919,14500.0
8920,14500.0
8921,14500.0
8922,14500.0
8923,14555.0
8924,14600.0
8925,14650.0
8926,14700.0
8927,14700.0
8928,14762.0
8929,14799.0
8930,14800.0
8931,14900.0
8932,14900.0
8933,14900.0
8934,14944.0
8935,14490.0
8936,14500.0
8937,14500.0
8938,14500.0
8939,14500.0
8940,14500.0
8941,14500.0
8942,14500.0
8943,14555.0
8944,14600.0
8945,14650.0
8946,14700.0
8947,14700.0
8948,14762.0
8949,14799.0
8950,14800.0
8951,14900.0
8952,14900.0
8953,14900.0
8954,14944.0
8955,14490.0
8956,14500.0
8957,14500.0
8958,14500.0
8959,14500.0
8960,14500.0
8961,14500.0
8962,14500.0
8963,14555.0
8964,14600.0
8965,14650.0
8966,14700.0
8967,14700.0
8968,14762.0
8969,14799.0
8970,14800.0
8971,14900.0
8972,14900.0
8973,14900.0
8974,14944.0
8975,14490.0
8976,14500.0
8977,14500.0
8978,14500.0
8979,14500.0
8980,14500.0
8981,14500.0
8982,14500.0
8983,14555.0
8984,14600.0
8985,14650.0
8986,14700.0
8987,14700.0
8988,14762.0
8989,14799.0
8990,14800.0
8991,14900.0
8992,14900.0
8993,14900.0
8994,14944.0
8995,14490.0
8996,14500.0
8997,14500.0
8998,14500.0
8999,14500.0
9000,14500.0
9001,14500.0
9002,14500.0
9003,14555.0
9004,14600.0
9005,14650.0
9006,14700.0
9007,14700.0
9008,14762.0
9009,14799.0
9010,14800.0
9011,14900.0
9012,14900.0
9013,14900.0
9014,14944.0
9015,14490.0
9016,14500.0
9017,14500.0
9018,14500.0
9019,14500.0
9020,14500.0
9021,14500.0
9022,14500.0
9023,14555.0
9024,14600.0
9025,14650.0
9026,14700.0
9027,14700.0
9028,14762.0
9029,14799.0
9030,14800.0
9031,14900.0
9032,14900.0
9033,14900.0
9034,14944.0
9035,14490.0
9036,14500.0
9037,14500.0
9038,14500.0
9039,14500.0
9040,14500.0
9041,14500.0
9042,14500.0
9043,14555.0
9044,14600.0
9045,14650.0
9046,14700.0
9047,14700.0
9048,14762.0
9049,14799.0
9050,14800.0
9051,14900.0
9052,14900.0
9053,14900.0
9054,14944.0
9055,14490.0
9056,14500.0
9057,14500.0
9058,14500.0
9059,14500.0
9060,14500.0
9061,14500.0
9062,14500.0
9063,14555.0
9064,14600.0
9065,14650.0
9066,14700.0
9067,14700.0
9068,14762.0
9069,14799.0
9070,14800.0
9071,14900.0
9072,14900.0
9073,14900.0
9074,14944.0
9075,14490.0
9076,14500.0
9077,14500.0
9078,14500.0
9079,14500.0
9080,14500.0
9081,14500.0
9082,14500.0
9083,14555.0
9084,14600.0
9085,14650.0
9086,14700.0
9087,14700.0
9088,14762.0
9089,14799.0
9090,14800.0
9091,14900.0
9092,14900.0
9093,14900.0
9094,14944.0
9095,14490.0
9096,14500.0
9097,14500.0
9098,14500.0
9099,14500.0
9100,14500.0
9101,14500.0
9102,14500.0
9103,14555.0
9104,14600.0
9105,14650.0
9106,14700.0
9107,14700.0
9108,14762.0
9109,14799.0
9110,14800.0
9111,14900.0
9112,14900.0
9113,14900.0
9114,14944.0
9115,14490.0
9116,14500.0
9117,14500.0
9118,14500.0
9119,14500.0
9120,14500.0
9121,14500.0
9122,14500.0
9123,14555.0
9124,14600.0
9125,14650.0
9126,14700.0
9127,14700.0
9128,14762.0
9129,14799.0
9130,14800.0
9131,14900.0
9132,14900.0
9133,14900.0
9134,14944.0
9135,14490.0
9136,14500.0
9137,14500.0
9138,14500.0
9139,14500.0
9140,14500.0
9141,14500.0
9142,14500.0
9143,14555.0
9144,14600.0
9145,14650.0
9146,14700.0
9147,14700.0
9148,14762.0
9149,14799.0
9150,14800.0
9151,14900.0
9152,14900.0
9153,14900.0
9154,14944.0
9155,14490.0
9156,14500.0
9157,14500.0
9158,14500.0
9159,14500.0
9160,14500.0
9161,14500.0
9162,14500.0
9163,14555.0
9164,14600.0
9165,14650.0
9166,14700.0
9167,14700.0
9168,14762.0
9169,14799.0
9170,14800.0
9171,14900.0
9172,14900.0
9173,14900.0
9174,14944.0
