,k
3619,22450.0
3620,22450.0
3621,22490.0
3622,22490.0
3623,22490.0
3624,22490.0
3625,22490.0
3626,22490.0
3627,22499.0
3628,22500.0
3629,22500.0
3630,22500.0
3631,22500.0
3632,22500.0
3633,22500.0
3634,22500.0
3635,22500.0
3636,22550.0
3637,22650.0
3638,22650.0
3639,22700.0
3640,22700.0
3641,22700.0
3642,22750.0
3643,22750.0
3644,22790.0
3645,22800.0
3646,22800.0
3647,22850.0
3648,22850.0
3649,22900.0
3650,22500.0
3651,22500.0
3652,22500.0
3653,22500.0
3654,22500.0
3655,22500.0
3656,22550.0
3657,22650.0
3658,22650.0
3659,22700.0
3660,22700.0
3661,22700.0
3662,22750.0
3663,22750.0
3664,22790.0
3665,22800.0
3666,22800.0
3667,22850.0
3668,22850.0
3669,22900.0
3670,22900.0
3671,22900.0
3672,22900.0
3673,22900.0
3674,22900.0
3675,22900.0
3676,22950.0
3677,22950.0
3678,22950.0
3679,22950.0
3680,22950.0
3681,22990.0
3682,22990.0
3683,22999.0
3684,22999.0
3685,22999.0
3686,22999.0
3687,23000.0
3688,23000.0
3689,23000.0
3690,22900.0
3691,22900.0
3692,22900.0
3693,22900.0
3694,22900.0
3695,22900.0
3696,22950.0
3697,22950.0
3698,22950.0
3699,22950.0
3700,22950.0
3701,22990.0
3702,22990.0
3703,22999.0
3704,22999.0
3705,22999.0
3706,22999.0
3707,23000.0
3708,23000.0
3709,23000.0
3710,23000.0
3711,23000.0
3712,23000.0
3713,23000.0
3714,23000.0
3715,23150.0
3716,23300.0
3717,23300.0
3718,23400.0
3719,23450.0
3720,23450.0
3721,23490.0
3722,23490.0
3723,23500.0
3724,23500.0
3725,23500.0
3726,23500.0
3727,23500.0
3728,23500.0
3729,23000.0
3730,23000.0
3731,23000.0
3732,23000.0
3733,23000.0
3734,23150.0
3735,23300.0
3736,23300.0
3737,23300.0
3738,23400.0
3739,23450.0
3740,23450.0
3741,23490.0
3742,23490.0
3743,23500.0
3744,23500.0
3745,23500.0
3746,23500.0
3747,23500.0
3748,23500.0
3749,23500.0
3750,23550.0
3751,23550.0
3752,23650.0
3753,23650.0
3754,23660.0
3755,23700.0
3756,23750.0
3757,23750.0
3758,23799.0
3759,23800.0
3760,23800.0
3761,23800.0
3762,23800.0
3763,23850.0
3764,23900.0
3765,23900.0
3766,23900.0
3767,23900.0
3768,23900.0
3769,23500.0
3770,23550.0
3771,23550.0
3772,23650.0
3773,23650.0
3774,23660.0
3775,23700.0
3776,23750.0
3777,23750.0
3778,23799.0
3779,23800.0
3780,23800.0
3781,23800.0
3782,23800.0
3783,23850.0
3784,23900.0
3785,23900.0
3786,23900.0
3787,23900.0
3788,23900.0
3789,23900.0
3790,23900.0
3791,23900.0
3792,23950.0
3793,23950.0
3794,23950.0
3795,23950.0
3796,23950.0
3797,23950.0
3798,23950.0
3799,23950.0
3800,23990.0
3801,23990.0
3802,23990.0
3803,23999.0
3804,23999.0
3805,23999.0
3806,23999.0
3807,23999.0
3808,23900.0
3809,23900.0
3810,23900.0
3811,23950.0
3812,23950.0
3813,23950.0
3814,23950.0
3815,23950.0
3816,23950.0
3817,23950.0
3818,23950.0
3819,23990.0
3820,23990.0
3821,23990.0
3822,23999.0
3823,23999.0
3824,23999.0
3825,23999.0
3826,23999.0
3827,23999.0
3828,24000.0
3829,24000.0
3830,24000.0
3831,24079.0
3832,24200.0
3833,24300.0
3834,24300.0
3835,24390.0
3836,24400.0
3837,24450.0
3838,24450.0
3839,24450.0
3840,24490.0
3841,24500.0
3842,24500.0
3843,24500.0
3844,24500.0
3845,24500.0
3846,24500.0
3847,24500.0
3848,24000.0
3849,24000.0
3850,24000.0
3851,24079.0
3852,24200.0
3853,24300.0
3854,24300.0
3855,24390.0
3856,24400.0
3857,24450.0
3858,24450.0
3859,24450.0
3860,24490.0
3861,24500.0
3862,24500.0
3863,24500.0
3864,24500.0
3865,24500.0
3866,24500.0
3867,24500.0
3868,24500.0
3869,24500.0
3870,24500.0
3871,24500.0
3872,24500.0
3873,24550.0
3874,24550.0
3875,24555.0
3876,24650.0
3877,24700.0
3878,24700.0
3879,24700.0
3880,24700.0
3881,24750.0
3882,24755.0
3883,24800.0
3884,24800.0
3885,24800.0
3886,24800.0
3887,24900.0
3888,24500.0
3889,24500.0
3890,24500.0
3891,24500.0
3892,24500.0
3893,24550.0
3894,24550.0
3895,24555.0
3896,24650.0
3897,24700.0
3898,24700.0
3899,24700.0
3900,24700.0
3901,24750.0
3902,24755.0
3903,24800.0
3904,24800.0
3905,24800.0
3906,24800.0
3907,24900.0
3908,24900.0
3909,24900.0
3910,24900.0
3911,24900.0
3912,24900.0
3913,24900.0
3914,24900.0
3915,24900.0
3916,24900.0
3917,24900.0
3918,24900.0
3919,24900.0
3920,24900.0
3921,24900.0
3922,24900.0
3923,24900.0
3924,24900.0
3925,24900.0
3926,24950.0
3927,24950.0
3928,24900.0
3929,24900.0
3930,24900.0
3931,24900.0
3932,24900.0
3933,24900.0
3934,24900.0
3935,24900.0
3936,24900.0
3937,24900.0
3938,24900.0
3939,24900.0
3940,24900.0
3941,24900.0
3942,24900.0
3943,24900.0
3944,24900.0
3945,24900.0
3946,24950.0
3947,24950.0
3948,24950.0
3949,24950.0
3950,24990.0
3951,24990.0
3952,24990.0
3953,24990.0
3954,24990.0
3955,24990.0
3956,24999.0
3957,25000.0
3958,25000.0
3959,25000.0
3960,25000.0
3961,25000.0
3962,25000.0
3963,25047.0
3964,25100.0
3965,25200.0
3966,25300.0
3967,25300.0
3968,24950.0
3969,24950.0
3970,24990.0
3971,24990.0
3972,24990.0
3973,24990.0
3974,24990.0
3975,24990.0
3976,24999.0
3977,25000.0
3978,25000.0
3979,25000.0
3980,25000.0
3981,25000.0
3982,25000.0
3983,25047.0
3984,25100.0
3985,25200.0
3986,25300.0
3987,25300.0
3988,25300.0
3989,25400.0
3990,25450.0
3991,25450.0
3992,25499.0
3993,25499.0
3994,25500.0
3995,25500.0
3996,25500.0
3997,25500.0
3998,25500.0
3999,25500.0
4000,25500.0
4001,25500.0
4002,25500.0
4003,25555.0
4004,25700.0
4005,25705.0
4006,25750.0
4007,25300.0
4008,25400.0
4009,25450.0
4010,25450.0
4011,25499.0
4012,25499.0
4013,25500.0
4014,25500.0
4015,25500.0
4016,25500.0
4017,25500.0
4018,25500.0
4019,25500.0
4020,25500.0
4021,25500.0
4022,25555.0
4023,25600.0
4024,25700.0
4025,25705.0
4026,25750.0
4027,25800.0
4028,25800.0
4029,25800.0
4030,25900.0
4031,25900.0
4032,25900.0
4033,25900.0
4034,25900.0
4035,25950.0
4036,25990.0
4037,25990.0
4038,25990.0
4039,25990.0
4040,25990.0
4041,25990.0
4042,25990.0
4043,25999.0
4044,25999.0
4045,25999.0
4046,25999.0
4047,25800.0
4048,25800.0
4049,25800.0
4050,25900.0
4051,25900.0
4052,25900.0
4053,25900.0
4054,25900.0
4055,25950.0
4056,25990.0
4057,25990.0
4058,25990.0
4059,25990.0
4060,25990.0
4061,25990.0
4062,25990.0
4063,25999.0
4064,25999.0
4065,25999.0
4066,25999.0
4067,25999.0
4068,25999.0
4069,25999.0
4070,25999.0
4071,25999.0
4072,25999.0
4073,26000.0
4074,26000.0
4075,26000.0
4076,26000.0
4077,26000.0
4078,26250.0
4079,26299.0
4080,26300.0
4081,26300.0
4082,26400.0
4083,26400.0
4084,26400.0
4085,26450.0
4086,26450.0
4087,25999.0
4088,25999.0
4089,25999.0
4090,25999.0
4091,25999.0
4092,25999.0
4093,26000.0
4094,26000.0
4095,26000.0
4096,26000.0
4097,26000.0
4098,26250.0
4099,26299.0
4100,26300.0
4101,26300.0
4102,26400.0
4103,26400.0
4104,26400.0
4105,26450.0
4106,26450.0
4107,26450.0
4108,26450.0
4109,26450.0
4110,26490.0
4111,26499.0
4112,26499.0
4113,26500.0
4114,26500.0
4115,26500.0
4116,26500.0
4117,26500.0
4118,26500.0
4119,26500.0
4120,26500.0
4121,26500.0
4122,26500.0
4123,26500.0
4124,26500.0
4125,26500.0
4126,26550.0
4127,26450.0
4128,26450.0
4129,26450.0
4130,26490.0
4131,26499.0
4132,26499.0
4133,26500.0
4134,26500.0
4135,26500.0
4136,26500.0
4137,26500.0
4138,26500.0
4139,26500.0
4140,26500.0
4141,26500.0
4142,26500.0
4143,26500.0
4144,26500.0
4145,26500.0
4146,26550.0
4147,26550.0
4148,26599.0
4149,26620.0
4150,26650.0
4151,26699.0
4152,26700.0
4153,26700.0
4154,26700.0
4155,26750.0
4156,26750.0
4157,26800.0
4158,26850.0
4159,26880.0
4160,26889.0
4161,26900.0
4162,26900.0
4163,26900.0
4164,26900.0
4165,26900.0
4166,26900.0
4167,26550.0
4168,26599.0
4169,26620.0
4170,26650.0
4171,26699.0
4172,26700.0
4173,26700.0
4174,26700.0
4175,26750.0
4176,26750.0
4177,26800.0
4178,26850.0
4179,26880.0
4180,26889.0
4181,26900.0
4182,26900.0
4183,26900.0
4184,26900.0
4185,26900.0
4186,26900.0
4187,26900.0
4188,26900.0
4189,26900.0
4190,26900.0
4191,26900.0
4192,26900.0
4193,26900.0
4194,26900.0
4195,26900.0
4196,26900.0
4197,26900.0
4198,26900.0
4199,26900.0
4200,26900.0
4201,26900.0
4202,26900.0
4203,26900.0
4204,26950.0
4205,26950.0
4206,26950.0
4207,26900.0
4208,26900.0
4209,26900.0
4210,26900.0
4211,26900.0
4212,26900.0
4213,26900.0
4214,26900.0
4215,26900.0
4216,26900.0
4217,26900.0
4218,26900.0
4219,26900.0
4220,26900.0
4221,26900.0
4222,26900.0
4223,26900.0
4224,26950.0
4225,26950.0
4226,26950.0
4227,26990.0
4228,26990.0
4229,26990.0
4230,26990.0
4231,26999.0
4232,26999.0
4233,26999.0
4234,26999.0
4235,26999.0
4236,26999.0
4237,27000.0
4238,27000.0
4239,27000.0
4240,27000.0
4241,27000.0
4242,27000.0
4243,27200.0
4244,27200.0
4245,27200.0
4246,27250.0
4247,26990.0
4248,26990.0
4249,26990.0
4250,26990.0
4251,26999.0
4252,26999.0
4253,26999.0
4254,26999.0
4255,26999.0
4256,26999.0
4257,27000.0
4258,27000.0
4259,27000.0
4260,27000.0
4261,27000.0
4262,27000.0
4263,27200.0
4264,27200.0
4265,27200.0
4266,27250.0
4267,27250.0
4268,27300.0
4269,27300.0
4270,27350.0
4271,27399.0
4272,27450.0
4273,27467.0
4274,27490.0
4275,27490.0
4276,27499.0
4277,27499.0
4278,27499.0
4279,27500.0
4280,27500.0
4281,27500.0
4282,27500.0
4283,27500.0
4284,27500.0
4285,27500.0
4286,27500.0
4287,27250.0
4288,27300.0
4289,27300.0
4290,27350.0
4291,27399.0
4292,27450.0
4293,27467.0
4294,27490.0
4295,27490.0
4296,27499.0
4297,27499.0
4298,27499.0
4299,27500.0
4300,27500.0
4301,27500.0
4302,27500.0
4303,27500.0
4304,27500.0
4305,27500.0
4306,27500.0
4307,27500.0
4308,27500.0
4309,27500.0
4310,27500.0
4311,27500.0
4312,27590.0
4313,27600.0
4314,27600.0
4315,27700.0
4316,27740.0
4317,27800.0
4318,27829.0
4319,27900.0
4320,27900.0
4321,27900.0
4322,27900.0
4323,27900.0
4324,27900.0
4325,27900.0
4326,27900.0
4327,27500.0
4328,27500.0
4329,27500.0
4330,27500.0
4331,27500.0
4332,27590.0
4333,27600.0
4334,27600.0
4335,27700.0
4336,27740.0
4337,27800.0
4338,27829.0
4339,27900.0
4340,27900.0
4341,27900.0
4342,27900.0
4343,27900.0
4344,27900.0
4345,27900.0
4346,27900.0
4347,27900.0
4348,27900.0
4349,27900.0
4350,27950.0
4351,27950.0
4352,27950.0
4353,27950.0
4354,27990.0
4355,27990.0
4356,27990.0
4357,27990.0
4358,27999.0
4359,27999.0
4360,27999.0
4361,27999.0
4362,27999.0
4363,28200.0
4364,28200.0
4365,28350.0
4366,27900.0
4367,27900.0
4368,27900.0
4369,27950.0
4370,27950.0
4371,27950.0
4372,27950.0
4373,27990.0
4374,27990.0
4375,27990.0
4376,27990.0
4377,27990.0
4378,27999.0
4379,27999.0
4380,27999.0
4381,27999.0
4382,27999.0
4383,28200.0
4384,28200.0
4385,28350.0
4386,28399.0
4387,28400.0
4388,28400.0
4389,28450.0
4390,28450.0
4391,28450.0
4392,28490.0
4393,28490.0
4394,28499.0
4395,28500.0
4396,28500.0
4397,28500.0
4398,28500.0
4399,28500.0
4400,28500.0
4401,28700.0
4402,28750.0
4403,28750.0
4404,28750.0
4405,28798.0
4406,28399.0
4407,28400.0
4408,28400.0
4409,28450.0
4410,28450.0
4411,28450.0
4412,28490.0
4413,28490.0
4414,28499.0
4415,28500.0
4416,28500.0
4417,28500.0
4418,28500.0
4419,28500.0
4420,28500.0
4421,28700.0
4422,28750.0
4423,28750.0
4424,28750.0
4425,28798.0
4426,28800.0
4427,28800.0
4428,28900.0
4429,28900.0
4430,28900.0
4431,28900.0
4432,28900.0
4433,28900.0
4434,28900.0
4435,28900.0
4436,28900.0
4437,28900.0
4438,28900.0
4439,28900.0
4440,28900.0
4441,28900.0
4442,28950.0
4443,28950.0
4444,28950.0
4445,28990.0
4446,28800.0
4447,28800.0
4448,28900.0
4449,28900.0
4450,28900.0
4451,28900.0
4452,28900.0
4453,28900.0
4454,28900.0
4455,28900.0
4456,28900.0
4457,28900.0
4458,28900.0
4459,28900.0
4460,28900.0
4461,28900.0
4462,28950.0
4463,28950.0
4464,28950.0
4465,28990.0
4466,28990.0
4467,28990.0
4468,28990.0
4469,28990.0
4470,28990.0
4471,28990.0
4472,28999.0
4473,28999.0
4474,28999.0
4475,28999.0
4476,28999.0
4477,28999.0
4478,28999.0
4479,29000.0
4480,29000.0
4481,29000.0
4482,29000.0
4483,29000.0
4484,29000.0
4485,29000.0
4486,28990.0
4487,28990.0
4488,28990.0
4489,28990.0
4490,28990.0
4491,28990.0
4492,28999.0
4493,28999.0
4494,28999.0
4495,28999.0
4496,28999.0
4497,28999.0
4498,28999.0
4499,29000.0
4500,29000.0
4501,29000.0
4502,29000.0
4503,29000.0
4504,29000.0
4505,29000.0
4506,29190.0
4507,29199.0
4508,29290.0
4509,29300.0
4510,29399.0
4511,29450.0
4512,29450.0
4513,29490.0
4514,29499.0
4515,29500.0
4516,29500.0
4517,29500.0
4518,29500.0
4519,29500.0
4520,29500.0
4521,29500.0
4522,29500.0
4523,29500.0
4524,29600.0
4525,29645.0
4526,29190.0
4527,29199.0
4528,29290.0
4529,29300.0
4530,29399.0
4531,29450.0
4532,29450.0
4533,29490.0
4534,29499.0
4535,29500.0
4536,29500.0
4537,29500.0
4538,29500.0
4539,29500.0
4540,29500.0
4541,29500.0
4542,29500.0
4543,29500.0
4544,29600.0
4545,29645.0
4546,29700.0
4547,29700.0
4548,29750.0
4549,29799.0
4550,29800.0
4551,29850.0
4552,29900.0
4553,29900.0
4554,29900.0
4555,29900.0
4556,29900.0
4557,29900.0
4558,29900.0
4559,29900.0
4560,29900.0
4561,29900.0
4562,29900.0
4563,29900.0
4564,29900.0
4565,29950.0
4566,29700.0
4567,29700.0
4568,29750.0
4569,29799.0
4570,29800.0
4571,29850.0
4572,29900.0
4573,29900.0
4574,29900.0
4575,29900.0
4576,29900.0
4577,29900.0
4578,29900.0
4579,29900.0
4580,29900.0
4581,29900.0
4582,29900.0
4583,29900.0
4584,29900.0
4585,29950.0
4586,29990.0
4587,29990.0
4588,29990.0
4589,29990.0
4590,29990.0
4591,29990.0
4592,29990.0
4593,29990.0
4594,29990.0
4595,29990.0
4596,29990.0
4597,29999.0
4598,29999.0
4599,29999.0
4600,29999.0
4601,29999.0
4602,30000.0
4603,30000.0
4604,30000.0
4605,29950.0
4606,29990.0
4607,29990.0
4608,29990.0
4609,29990.0
4610,29990.0
4611,29990.0
4612,29990.0
4613,29990.0
4614,29990.0
4615,29990.0
4616,29990.0
4617,29999.0
4618,29999.0
4619,29999.0
4620,29999.0
4621,29999.0
4622,30000.0
4623,30000.0
4624,30000.0
4625,30100.0
4626,30250.0
4627,30400.0
4628,30500.0
4629,30500.0
4630,30500.0
4631,30500.0
4632,30500.0
4633,30500.0
4634,30599.0
4635,30600.0
4636,30700.0
4637,30750.0
4638,30800.0
4639,30900.0
4640,30900.0
4641,30900.0
4642,30900.0
4643,30900.0
4644,30100.0
4645,30250.0
4646,30400.0
4647,30500.0
4648,30500.0
4649,30500.0
4650,30500.0
4651,30500.0
4652,30500.0
4653,30500.0
4654,30599.0
4655,30600.0
4656,30700.0
4657,30750.0
4658,30800.0
4659,30900.0
4660,30900.0
4661,30900.0
4662,30900.0
4663,30900.0
4664,30900.0
4665,30900.0
4666,30950.0
4667,30990.0
4668,30990.0
4669,30990.0
4670,30990.0
4671,30990.0
4672,30999.0
4673,30999.0
4674,31000.0
4675,31000.0
4676,31000.0
4677,31000.0
4678,31000.0
4679,31000.0
4680,31200.0
4681,31200.0
4682,31300.0
4683,30900.0
4684,30900.0
4685,30950.0
4686,30990.0
4687,30990.0
4688,30990.0
4689,30990.0
4690,30990.0
4691,30999.0
4692,30999.0
4693,31000.0
4694,31000.0
4695,31000.0
4696,31000.0
4697,31000.0
4698,31000.0
4699,31200.0
4700,31200.0
4701,31300.0
4702,31400.0
4703,31400.0
4704,31400.0
4705,31400.0
4706,31450.0
4707,31490.0
4708,31500.0
4709,31500.0
4710,31500.0
4711,31500.0
4712,31500.0
4713,31500.0
4714,31500.0
4715,31500.0
4716,31500.0
4717,31500.0
4718,31590.0
4719,31600.0
4720,31700.0
4721,31800.0
4722,31400.0
4723,31400.0
4724,31400.0
4725,31450.0
4726,31490.0
4727,31500.0
4728,31500.0
4729,31500.0
4730,31500.0
4731,31500.0
4732,31500.0
4733,31500.0
4734,31500.0
4735,31500.0
4736,31500.0
4737,31500.0
4738,31590.0
4739,31600.0
4740,31700.0
4741,31800.0
4742,31800.0
4743,31823.0
4744,31850.0
4745,31900.0
4746,31900.0
4747,31900.0
4748,31900.0
4749,31900.0
4750,31900.0
4751,31900.0
4752,31900.0
4753,31900.0
4754,31950.0
4755,31950.0
4756,31990.0
4757,31990.0
4758,31999.0
4759,31999.0
4760,31999.0
4761,31800.0
4762,31823.0
4763,31850.0
4764,31900.0
4765,31900.0
4766,31900.0
4767,31900.0
4768,31900.0
4769,31900.0
4770,31900.0
4771,31900.0
4772,31900.0
4773,31950.0
4774,31950.0
4775,31950.0
4776,31990.0
4777,31990.0
4778,31999.0
4779,31999.0
4780,31999.0
4781,31999.0
4782,32000.0
4783,32000.0
4784,32000.0
4785,32000.0
4786,32000.0
4787,32065.0
4788,32200.0
4789,32290.0
4790,32300.0
4791,32300.0
4792,32350.0
4793,32399.0
4794,32400.0
4795,32400.0
4796,32400.0
4797,32450.0
4798,32450.0
4799,32490.0
4800,32500.0
4801,31999.0
4802,32000.0
4803,32000.0
4804,32000.0
4805,32000.0
4806,32000.0
4807,32065.0
4808,32200.0
4809,32290.0
4810,32300.0
4811,32300.0
4812,32350.0
4813,32399.0
4814,32400.0
4815,32400.0
4816,32400.0
4817,32450.0
4818,32450.0
4819,32490.0
4820,32500.0
4821,32500.0
4822,32500.0
4823,32500.0
4824,32500.0
4825,32500.0
4826,32500.0
4827,32700.0
4828,32750.0
4829,32750.0
4830,32800.0
4831,32800.0
4832,32800.0
4833,32850.0
4834,32900.0
4835,32900.0
4836,32900.0
4837,32900.0
4838,32900.0
4839,32900.0
4840,32900.0
4841,32500.0
4842,32500.0
4843,32500.0
4844,32500.0
4845,32500.0
4846,32500.0
4847,32700.0
4848,32750.0
4849,32750.0
4850,32800.0
4851,32800.0
4852,32800.0
4853,32850.0
4854,32900.0
4855,32900.0
4856,32900.0
4857,32900.0
4858,32900.0
4859,32900.0
4860,32900.0
4861,32900.0
4862,32900.0
4863,32950.0
4864,32950.0
4865,32950.0
4866,32950.0
4867,32990.0
4868,32990.0
4869,32990.0
4870,32990.0
4871,32990.0
4872,32990.0
4873,32990.0
4874,32999.0
4875,33000.0
4876,33200.0
4877,33200.0
4878,33200.0
4879,33200.0
4880,33275.0
4881,32900.0
4882,32900.0
4883,32950.0
4884,32950.0
4885,32950.0
4886,32950.0
4887,32990.0
4888,32990.0
4889,32990.0
4890,32990.0
4891,32990.0
4892,32990.0
4893,32990.0
4894,32999.0
4895,33000.0
4896,33200.0
4897,33200.0
4898,33200.0
4899,33200.0
4900,33275.0
4901,33499.0
4902,33500.0
4903,33500.0
4904,33500.0
4905,33500.0
4906,33500.0
4907,33500.0
4908,33500.0
4909,33599.0
4910,33599.0
4911,33600.0
4912,33600.0
4913,33650.0
4914,33699.0
4915,33700.0
4916,33750.0
4917,33800.0
4918,33800.0
4919,33800.0
4920,33499.0
4921,33500.0
4922,33500.0
4923,33500.0
4924,33500.0
4925,33500.0
4926,33500.0
4927,33500.0
4928,33599.0
4929,33599.0
4930,33600.0
4931,33600.0
4932,33650.0
4933,33699.0
4934,33700.0
4935,33750.0
4936,33800.0
4937,33800.0
4938,33800.0
4939,33800.0
4940,33800.0
4941,33800.0
4942,33800.0
4943,33900.0
4944,33900.0
4945,33900.0
4946,33900.0
4947,33900.0
4948,33900.0
4949,33900.0
4950,33900.0
4951,33900.0
4952,33900.0
4953,33900.0
4954,33900.0
4955,33950.0
4956,33990.0
4957,33990.0
4958,33990.0
4959,33999.0
4960,33800.0
4961,33800.0
4962,33800.0
4963,33900.0
4964,33900.0
4965,33900.0
4966,33900.0
4967,33900.0
4968,33900.0
4969,33900.0
4970,33900.0
4971,33900.0
4972,33900.0
4973,33900.0
4974,33900.0
4975,33950.0
4976,33990.0
4977,33990.0
4978,33990.0
4979,33999.0
4980,33999.0
4981,33999.0
4982,34000.0
4983,34000.0
4984,34000.0
4985,34000.0
4986,34000.0
4987,34000.0
4988,34275.0
4989,34300.0
4990,34300.0
4991,34450.0
4992,34499.0
4993,34499.0
4994,34500.0
4995,34500.0
4996,33999.0
4997,33999.0
4998,34000.0
4999,34000.0
5000,34000.0
5001,34000.0
5002,34000.0
5003,34000.0
5004,34000.0
5005,34000.0
5006,34200.0
5007,34275.0
5008,34300.0
5009,34300.0
5010,34400.0
5011,34450.0
5012,34499.0
5013,34499.0
5014,34500.0
5015,34500.0
5016,34500.0
5017,34500.0
5018,34500.0
5019,34500.0
5020,34500.0
5021,34550.0
5022,34550.0
5023,34800.0
5024,34900.0
5025,34900.0
5026,34900.0
5027,34900.0
5028,34900.0
5029,34900.0
5030,34900.0
5031,34900.0
5032,34900.0
5033,34900.0
5034,34900.0
5035,34900.0
5036,34500.0
5037,34500.0
5038,34500.0
5039,34500.0
5040,34500.0
5041,34550.0
5042,34550.0
5043,34800.0
5044,34900.0
5045,34900.0
5046,34900.0
5047,34900.0
5048,34900.0
5049,34900.0
5050,34900.0
5051,34900.0
5052,34900.0
5053,34900.0
5054,34900.0
5055,34900.0
5056,34900.0
5057,34900.0
5058,34900.0
5059,34900.0
5060,34950.0
5061,34950.0
5062,34950.0
5063,34950.0
5064,34990.0
5065,34990.0
5066,34990.0
5067,34990.0
5068,34999.0
5069,34999.0
5070,34999.0
5071,34999.0
5072,35000.0
5073,35000.0
5074,35000.0
5075,35000.0
5076,34900.0
5077,34900.0
5078,34900.0
5079,34900.0
5080,34950.0
5081,34950.0
5082,34950.0
5083,34950.0
5084,34990.0
5085,34990.0
5086,34990.0
5087,34990.0
5088,34999.0
5089,34999.0
5090,34999.0
5091,34999.0
5092,35000.0
5093,35000.0
5094,35000.0
5095,35000.0
5096,35000.0
5097,35199.0
5098,35299.0
5099,35390.0
5100,35400.0
5101,35450.0
5102,35490.0
5103,35500.0
5104,35500.0
5105,35500.0
5106,35500.0
5107,35500.0
5108,35500.0
5109,35500.0
5110,35550.0
5111,35650.0
5112,35695.0
5113,35800.0
5114,35000.0
5115,35199.0
5116,35299.0
5117,35300.0
5118,35390.0
5119,35400.0
5120,35400.0
5121,35450.0
5122,35490.0
5123,35500.0
5124,35500.0
5125,35500.0
5126,35500.0
5127,35500.0
5128,35500.0
5129,35500.0
5130,35550.0
5131,35650.0
5132,35695.0
5133,35800.0
5134,35800.0
5135,35800.0
5136,35800.0
5137,35850.0
5138,35900.0
5139,35900.0
5140,35900.0
5141,35900.0
5142,35900.0
5143,35900.0
5144,35900.0
5145,35900.0
5146,35900.0
5147,35950.0
5148,35950.0
5149,35950.0
5150,35950.0
5151,35990.0
5152,35990.0
5153,35800.0
5154,35800.0
5155,35800.0
5156,35850.0
5157,35900.0
5158,35900.0
5159,35900.0
5160,35900.0
5161,35900.0
5162,35900.0
5163,35900.0
5164,35900.0
5165,35900.0
5166,35900.0
5167,35950.0
5168,35950.0
5169,35950.0
5170,35950.0
5171,35990.0
5172,35990.0
5173,35990.0
5174,35990.0
5175,35999.0
5176,36000.0
5177,36000.0
5178,36000.0
5179,36000.0
5180,36000.0
5181,36400.0
5182,36450.0
5183,36450.0
5184,36450.0
5185,36499.0
5186,36500.0
5187,36500.0
5188,36500.0
5189,36500.0
5190,36500.0
5191,36500.0
5192,36500.0
5193,35990.0
5194,35990.0
5195,35999.0
5196,36000.0
5197,36000.0
5198,36000.0
5199,36000.0
5200,36000.0
5201,36400.0
5202,36450.0
5203,36450.0
5204,36450.0
5205,36499.0
5206,36500.0
5207,36500.0
5208,36500.0
5209,36500.0
5210,36500.0
5211,36500.0
5212,36500.0
5213,36500.0
5214,36500.0
5215,36500.0
5216,36650.0
5217,36700.0
5218,36700.0
5219,36799.0
5220,36800.0
5221,36800.0
5222,36900.0
5223,36900.0
5224,36900.0
5225,36900.0
5226,36900.0
5227,36900.0
5228,36900.0
5229,36950.0
5230,36950.0
5231,36950.0
5232,36990.0
5233,36500.0
5234,36500.0
5235,36500.0
5236,36650.0
5237,36700.0
5238,36700.0
5239,36799.0
5240,36800.0
5241,36800.0
5242,36900.0
5243,36900.0
5244,36900.0
5245,36900.0
5246,36900.0
5247,36900.0
5248,36900.0
5249,36950.0
5250,36950.0
5251,36950.0
5252,36990.0
5253,36990.0
5254,36999.0
5255,36999.0
5256,36999.0
5257,36999.0
5258,36999.0
5259,37000.0
5260,37000.0
5261,37000.0
5262,37000.0
5263,37389.0
5264,37450.0
5265,37450.0
5266,37490.0
5267,37500.0
5268,37500.0
5269,37500.0
5270,37500.0
5271,37500.0
5272,37510.0
5273,36990.0
5274,36999.0
5275,36999.0
5276,36999.0
5277,36999.0
5278,36999.0
5279,37000.0
5280,37000.0
5281,37000.0
5282,37000.0
5283,37389.0
5284,37450.0
5285,37450.0
5286,37490.0
5287,37500.0
5288,37500.0
5289,37500.0
5290,37500.0
5291,37500.0
5292,37510.0
5293,37590.0
5294,37700.0
5295,37700.0
5296,37900.0
5297,37900.0
5298,37900.0
5299,37900.0
5300,37900.0
5301,37900.0
5302,37900.0
5303,37900.0
5304,37900.0
5305,37900.0
5306,37900.0
5307,37900.0
5308,37900.0
5309,37950.0
5310,37950.0
5311,37950.0
5312,37950.0
5313,37590.0
5314,37700.0
5315,37700.0
5316,37900.0
5317,37900.0
5318,37900.0
5319,37900.0
5320,37900.0
5321,37900.0
5322,37900.0
5323,37900.0
5324,37900.0
5325,37900.0
5326,37900.0
5327,37900.0
5328,37900.0
5329,37950.0
5330,37950.0
5331,37950.0
5332,37950.0
5333,37950.0
5334,37950.0
5335,37999.0
5336,37999.0
5337,38000.0
5338,38000.0
5339,38000.0
5340,38000.0
5341,38300.0
5342,38300.0
5343,38300.0
5344,38350.0
5345,38399.0
5346,38450.0
5347,38500.0
5348,38500.0
5349,38600.0
5350,38600.0
5351,38700.0
5352,37950.0
5353,37950.0
5354,37999.0
5355,37999.0
5356,38000.0
5357,38000.0
5358,38000.0
5359,38000.0
5360,38300.0
5361,38300.0
5362,38300.0
5363,38350.0
5364,38399.0
5365,38400.0
5366,38450.0
5367,38500.0
