Modelis,Kebulas,Pavara,Variklis,Kuras,Gamybos_metai,Rida,Kaina,Miestas,Web_linkas,k,Gamintojas
Lexus LS 600h,Sedanas,Automatinė,"5.0 l., 327 kW",Benzinas / elektra,2013-07,130 000 km,24 450 €,Vilnius,https://autoplius.lt/skelbimai/lexus-ls-600h-5-0-l-sedanas-2013-benzinas-elektra-25375887.html,24450.0,Lexus
Skoda Superb,Universalas,Automatinė,"1.4 l., 160 kW",Benzinas / elektra,2021-04,27 000 km,24 450 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2021-benzinas-elektra-25565441.html,24450.0,Skoda
BMW 320,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2019-12,166 042 km,24 450 €,Kaunas,https://autoplius.lt/skelbimai/bmw-320-2-0-l-universalas-2019-dyzelinas-24003659.html,24450.0,BMW
Kia cee'd,Hečbekas,Automatinė,"1.5 l., 118 kW",Benzinas,2023-02,23 400 km,24 490 €,Vilnius,https://autoplius.lt/skelbimai/kia-cee-d-1-5-l-hecbekas-2023-benzinas-24556310.html,24490.0,Kia
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 132 kW",Benzinas,2017-11,92 366 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2017-benzinas-25436519.html,24500.0,Skoda
Porsche Cayenne,Visureigis / Krosoveris,Automatinė,"3.0 l., 180 kW",Dyzelinas,2014-06,220 700 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/porsche-cayenne-3-0-l-visureigis-krosoveris-2014-dyzelinas-25648199.html,24500.0,Porsche
Toyota RAV4,Visureigis / Krosoveris,Automatinė,"2.5 l., 114 kW",Benzinas / elektra,2017-10,88 600 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/toyota-rav4-2-5-l-visureigis-krosoveris-2017-benzinas-elektra-25666515.html,24500.0,Toyota
Kia Stinger,Hečbekas,Automatinė,"2.2 l., 147 kW",Dyzelinas,2017-09,116 000 km,24 500 €,Kaunas,https://autoplius.lt/skelbimai/kia-stinger-2-2-l-hecbekas-2017-dyzelinas-25615115.html,24500.0,Kia
Volvo S90,Sedanas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2018-06,110 000 km,24 500 €,Klaipėda,https://autoplius.lt/skelbimai/volvo-s90-2-0-l-sedanas-2018-dyzelinas-25304497.html,24500.0,Volvo
Audi A6,Universalas,Automatinė,"3.0 l., 170 kW",Dyzelinas,2019-04,323 000 km,24 500 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a6-3-0-l-universalas-2019-dyzelinas-25335533.html,24500.0,Audi
Tesla Model 3,Hečbekas,Automatinė,211 kW,"Elektra, 62 kWh",2019-01,143 000 km,24 500 €,Klaipėda,https://autoplius.lt/skelbimai/tesla-model-3-62-kwh-hecbekas-2019-elektra-25022753.html,24500.0,Tesla
Skoda Superb,Universalas,Automatinė,"1.4 l., 160 kW",Benzinas / elektra,2020-10,88 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-25420647.html,24500.0,Skoda
Mercedes-Benz C220,Sedanas,Automatinė,"2.0 l., 143 kW",Dyzelinas,2018-11,232 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-c220-2-0-l-sedanas-2018-dyzelinas-25702386.html,24500.0,Mercedes-Benz
Audi A7,Hečbekas,Automatinė,"3.0 l., 235 kW",Dyzelinas,2015,211 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/audi-a7-3-0-l-hecbekas-2015-dyzelinas-25522117.html,24500.0,Audi
Toyota Yaris,Hečbekas,Automatinė,"1.5 l., 126 kW",Benzinas / elektra,2023-06,5 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/toyota-yaris-1-5-l-hecbekas-2023-benzinas-elektra-25102012.html,24500.0,Toyota
Mitsubishi Eclipse Cross,Visureigis / Krosoveris,Automatinė,"2.4 l., 138 kW",Benzinas / elektra,2022-01,60 516 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/mitsubishi-eclipse-cross-2-4-l-visureigis-krosoveris-2022-benzinas-elektra-25687330.html,24500.0,Mitsubishi
Volkswagen Passat,Sedanas,Automatinė,"1.4 l., 160 kW",Benzinas / elektra,2019-11,33 898 km,24 550 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-passat-1-4-l-sedanas-2019-benzinas-elektra-25709688.html,24550.0,Volkswagen
Audi A6,Universalas,Automatinė,"3.0 l., 235 kW",Dyzelinas,2015-12,260 000 km,24 550 €,Vilnius,https://autoplius.lt/skelbimai/audi-a6-3-0-l-universalas-2015-dyzelinas-25646157.html,24550.0,Audi
Volvo S90,Sedanas,Automatinė,"2.0 l., 184 kW",Benzinas,2018-11,82 111 km,24 555 €,Vilnius,https://autoplius.lt/skelbimai/volvo-s90-2-0-l-sedanas-2018-benzinas-25624549.html,24555.0,Volvo
BMW 530,Universalas,Automatinė,"3.0 l., 195 kW",Dyzelinas,2019-09,177 234 km,24 650 €,Vilnius,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2019-dyzelinas-25682150.html,24650.0,BMW
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Benzinas,2020-03,155 880 km,24 700 €,Kaunas,https://autoplius.lt/skelbimai/volkswagen-tiguan-2-0-l-visureigis-krosoveris-2020-benzinas-25590991.html,24700.0,Volkswagen
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2018-05,187 000 km,24 700 €,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-24960257.html,24700.0,Skoda
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2019-04,177 000 km,24 700 €,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-25632201.html,24700.0,Skoda
Toyota Corolla,Universalas,Automatinė,"2.0 l., 135 kW",Benzinas / elektra,2021-09,28 432 km,24 700 €,Šiauliai,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2021-benzinas-elektra-25526089.html,24700.0,Toyota
BMW 520,Sedanas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2017-06,260 000 km,24 750 €,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2017-dyzelinas-25689688.html,24750.0,BMW
Lexus NX 300h,Visureigis / Krosoveris,Automatinė,"2.5 l., 145 kW",Benzinas / elektra,2017,135 555 km,24 755 €,Vilnius,https://autoplius.lt/skelbimai/lexus-nx-300h-2-5-l-visureigis-krosoveris-2017-benzinas-elektra-25600605.html,24755.0,Lexus
Porsche Cayenne,Visureigis / Krosoveris,Automatinė,"3.0 l., 180 kW",Dyzelinas,2013-09,198 000 km,24 800 €,Klaipėda,https://autoplius.lt/skelbimai/porsche-cayenne-3-0-l-visureigis-krosoveris-2013-dyzelinas-25537789.html,24800.0,Porsche
Volvo XC90,Visureigis / Krosoveris,Automatinė,"2.0 l., 173 kW",Dyzelinas,2016-10,279 000 km,24 800 €,Klaipėda,https://autoplius.lt/skelbimai/volvo-xc90-2-0-l-visureigis-krosoveris-2016-dyzelinas-25030637.html,24800.0,Volvo
Skoda Superb,Universalas,Automatinė,160 kW,"Benzinas / elektra, 13 kWh",2020-07,81 000 km,24 800 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-universalas-2020-benzinas-elektra-24995689.html,24800.0,Skoda
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2019-10,116 310 km,24 800 €,Klaipėda,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-25201997.html,24800.0,Skoda
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2020-01,154 226 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-tiguan-2-0-l-visureigis-krosoveris-2020-dyzelinas-25647411.html,24900.0,Volkswagen
Skoda Superb,Universalas,Automatinė,"1.4 l., 160 kW",Benzinas / elektra,2020-10,88 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-25420647.html,24500.0,Skoda
Mercedes-Benz C220,Sedanas,Automatinė,"2.0 l., 143 kW",Dyzelinas,2018-11,232 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-c220-2-0-l-sedanas-2018-dyzelinas-25702386.html,24500.0,Mercedes-Benz
Audi A7,Hečbekas,Automatinė,"3.0 l., 235 kW",Dyzelinas,2015,211 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/audi-a7-3-0-l-hecbekas-2015-dyzelinas-25522117.html,24500.0,Audi
Toyota Yaris,Hečbekas,Automatinė,"1.5 l., 126 kW",Benzinas / elektra,2023-06,5 000 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/toyota-yaris-1-5-l-hecbekas-2023-benzinas-elektra-25102012.html,24500.0,Toyota
Mitsubishi Eclipse Cross,Visureigis / Krosoveris,Automatinė,"2.4 l., 138 kW",Benzinas / elektra,2022-01,60 516 km,24 500 €,Vilnius,https://autoplius.lt/skelbimai/mitsubishi-eclipse-cross-2-4-l-visureigis-krosoveris-2022-benzinas-elektra-25687330.html,24500.0,Mitsubishi
Volkswagen Passat,Sedanas,Automatinė,"1.4 l., 160 kW",Benzinas / elektra,2019-11,33 898 km,24 550 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-passat-1-4-l-sedanas-2019-benzinas-elektra-25709688.html,24550.0,Volkswagen
Audi A6,Universalas,Automatinė,"3.0 l., 235 kW",Dyzelinas,2015-12,260 000 km,24 550 €,Vilnius,https://autoplius.lt/skelbimai/audi-a6-3-0-l-universalas-2015-dyzelinas-25646157.html,24550.0,Audi
Volvo S90,Sedanas,Automatinė,"2.0 l., 184 kW",Benzinas,2018-11,82 111 km,24 555 €,Vilnius,https://autoplius.lt/skelbimai/volvo-s90-2-0-l-sedanas-2018-benzinas-25624549.html,24555.0,Volvo
BMW 530,Universalas,Automatinė,"3.0 l., 195 kW",Dyzelinas,2019-09,177 234 km,24 650 €,Vilnius,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2019-dyzelinas-25682150.html,24650.0,BMW
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Benzinas,2020-03,155 880 km,24 700 €,Kaunas,https://autoplius.lt/skelbimai/volkswagen-tiguan-2-0-l-visureigis-krosoveris-2020-benzinas-25590991.html,24700.0,Volkswagen
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2018-05,187 000 km,24 700 €,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-24960257.html,24700.0,Skoda
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2019-04,177 000 km,24 700 €,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-25632201.html,24700.0,Skoda
Toyota Corolla,Universalas,Automatinė,"2.0 l., 135 kW",Benzinas / elektra,2021-09,28 432 km,24 700 €,Šiauliai,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2021-benzinas-elektra-25526089.html,24700.0,Toyota
BMW 520,Sedanas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2017-06,260 000 km,24 750 €,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2017-dyzelinas-25689688.html,24750.0,BMW
Lexus NX 300h,Visureigis / Krosoveris,Automatinė,"2.5 l., 145 kW",Benzinas / elektra,2017,135 555 km,24 755 €,Vilnius,https://autoplius.lt/skelbimai/lexus-nx-300h-2-5-l-visureigis-krosoveris-2017-benzinas-elektra-25600605.html,24755.0,Lexus
Porsche Cayenne,Visureigis / Krosoveris,Automatinė,"3.0 l., 180 kW",Dyzelinas,2013-09,198 000 km,24 800 €,Klaipėda,https://autoplius.lt/skelbimai/porsche-cayenne-3-0-l-visureigis-krosoveris-2013-dyzelinas-25537789.html,24800.0,Porsche
Volvo XC90,Visureigis / Krosoveris,Automatinė,"2.0 l., 173 kW",Dyzelinas,2016-10,279 000 km,24 800 €,Klaipėda,https://autoplius.lt/skelbimai/volvo-xc90-2-0-l-visureigis-krosoveris-2016-dyzelinas-25030637.html,24800.0,Volvo
Skoda Superb,Universalas,Automatinė,160 kW,"Benzinas / elektra, 13 kWh",2020-07,81 000 km,24 800 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-universalas-2020-benzinas-elektra-24995689.html,24800.0,Skoda
Skoda Kodiaq,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2019-10,116 310 km,24 800 €,Klaipėda,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-25201997.html,24800.0,Skoda
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2020-01,154 226 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-tiguan-2-0-l-visureigis-krosoveris-2020-dyzelinas-25647411.html,24900.0,Volkswagen
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"2.0 l., 138 kW",Dyzelinas,2020-03,147 847 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-tiguan-2-0-l-visureigis-krosoveris-2020-dyzelinas-25696574.html,24900.0,Volkswagen
Audi A3,Hečbekas,Automatinė,"1.4 l., 150 kW",Benzinas / elektra,2017-05,80 800 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/audi-a3-1-4-l-hecbekas-2017-benzinas-elektra-23476023.html,24900.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2017-08,189 300 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2017-dyzelinas-25424637.html,24900.0,Audi
Toyota RAV4,Visureigis / Krosoveris,Automatinė,"2.0 l., 129 kW",Benzinas,2019-10,44 907 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/toyota-rav4-2-0-l-visureigis-krosoveris-2019-benzinas-24877911.html,24900.0,Toyota
Mercedes-Benz E220,Sedanas,Automatinė,"2.0 l., 143 kW",Dyzelinas,2017-09,308 050 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-e220-2-0-l-sedanas-2017-dyzelinas-25654517.html,24900.0,Mercedes-Benz
Kia Sportage,Visureigis / Krosoveris,Automatinė,"1.6 l., 130 kW",Benzinas,2021-07,40 500 km,24 900 €,Trakai,https://autoplius.lt/skelbimai/kia-sportage-1-6-l-visureigis-krosoveris-2021-benzinas-25708256.html,24900.0,Kia
Infiniti QX50,Visureigis / Krosoveris,Automatinė,"2.0 l., 200 kW",Benzinas,2019-04,131 000 km,24 900 €,Plungė,https://autoplius.lt/skelbimai/infiniti-qx50-2-0-l-visureigis-krosoveris-2019-benzinas-25701078.html,24900.0,Infiniti
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"1.5 l., 110 kW",Benzinas,2021-04,83 078 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/volkswagen-tiguan-1-5-l-visureigis-krosoveris-2021-benzinas-24727976.html,24900.0,Volkswagen
Porsche Cayenne,Visureigis / Krosoveris,Automatinė,"3.0 l., 193 kW",Dyzelinas,2016-08,213 467 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/porsche-cayenne-3-0-l-visureigis-krosoveris-2016-dyzelinas-25404367.html,24900.0,Porsche
Toyota RAV4,Visureigis / Krosoveris,Automatinė,"2.5 l., 114 kW",Benzinas / elektra,2016-05,100 900 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/toyota-rav4-2-5-l-visureigis-krosoveris-2016-benzinas-elektra-25476111.html,24900.0,Toyota
Volvo V90 Cross Country,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2020-02,298 000 km,24 900 €,Klaipėda,https://autoplius.lt/skelbimai/volvo-v90-cross-country-2-0-l-universalas-2020-dyzelinas-24957787.html,24900.0,Volvo
Jaguar I-Pace,Visureigis / Krosoveris,Automatinė,294 kW,"Elektra, 90 kWh",2018-12,77 000 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/jaguar-i-pace-90-kwh-visureigis-krosoveris-2018-elektra-25674902.html,24900.0,Jaguar
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2020-07,105 376 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2020-benzinas-elektra-25520047.html,24900.0,Toyota
Skoda Superb,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2020-05,168 300 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2020-dyzelinas-25601137.html,24900.0,Skoda
Lexus GS 200t,Sedanas,Automatinė,"2.0 l., 177 kW",Benzinas,2016-09,97 000 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/lexus-gs-200t-2-0-l-sedanas-2016-benzinas-25589925.html,24900.0,Lexus
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2020-06,123 000 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2020-benzinas-elektra-25615719.html,24900.0,Toyota
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2019-05,70 408 km,24 900 €,Šiauliai,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2019-benzinas-elektra-25479295.html,24900.0,Toyota
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2019-05,83 700 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2019-benzinas-elektra-24315002.html,24900.0,Toyota
Mercedes-Benz C43 AMG,Universalas,Automatinė,"3.0 l., 270 kW",Benzinas,2016-02,238 100 km,24 950 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-c43-amg-3-0-l-universalas-2016-benzinas-25709680.html,24950.0,Mercedes-Benz
Audi Q3,Visureigis / Krosoveris,Automatinė,"1.5 l., 110 kW",Benzinas,2019-05,194 336 km,24 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-q3-1-5-l-visureigis-krosoveris-2019-benzinas-25325745.html,24950.0,Audi
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"2.0 l., 138 kW",Dyzelinas,2020-03,147 847 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-tiguan-2-0-l-visureigis-krosoveris-2020-dyzelinas-25696574.html,24900.0,Volkswagen
Audi A3,Hečbekas,Automatinė,"1.4 l., 150 kW",Benzinas / elektra,2017-05,80 800 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/audi-a3-1-4-l-hecbekas-2017-benzinas-elektra-23476023.html,24900.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2017-08,189 300 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2017-dyzelinas-25424637.html,24900.0,Audi
Toyota RAV4,Visureigis / Krosoveris,Automatinė,"2.0 l., 129 kW",Benzinas,2019-10,44 907 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/toyota-rav4-2-0-l-visureigis-krosoveris-2019-benzinas-24877911.html,24900.0,Toyota
Mercedes-Benz E220,Sedanas,Automatinė,"2.0 l., 143 kW",Dyzelinas,2017-09,308 050 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-e220-2-0-l-sedanas-2017-dyzelinas-25654517.html,24900.0,Mercedes-Benz
Kia Sportage,Visureigis / Krosoveris,Automatinė,"1.6 l., 130 kW",Benzinas,2021-07,40 500 km,24 900 €,Trakai,https://autoplius.lt/skelbimai/kia-sportage-1-6-l-visureigis-krosoveris-2021-benzinas-25708256.html,24900.0,Kia
Infiniti QX50,Visureigis / Krosoveris,Automatinė,"2.0 l., 200 kW",Benzinas,2019-04,131 000 km,24 900 €,Plungė,https://autoplius.lt/skelbimai/infiniti-qx50-2-0-l-visureigis-krosoveris-2019-benzinas-25701078.html,24900.0,Infiniti
Volkswagen Tiguan,Visureigis / Krosoveris,Automatinė,"1.5 l., 110 kW",Benzinas,2021-04,83 078 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/volkswagen-tiguan-1-5-l-visureigis-krosoveris-2021-benzinas-24727976.html,24900.0,Volkswagen
Porsche Cayenne,Visureigis / Krosoveris,Automatinė,"3.0 l., 193 kW",Dyzelinas,2016-08,213 467 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/porsche-cayenne-3-0-l-visureigis-krosoveris-2016-dyzelinas-25404367.html,24900.0,Porsche
Toyota RAV4,Visureigis / Krosoveris,Automatinė,"2.5 l., 114 kW",Benzinas / elektra,2016-05,100 900 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/toyota-rav4-2-5-l-visureigis-krosoveris-2016-benzinas-elektra-25476111.html,24900.0,Toyota
Volvo V90 Cross Country,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2020-02,298 000 km,24 900 €,Klaipėda,https://autoplius.lt/skelbimai/volvo-v90-cross-country-2-0-l-universalas-2020-dyzelinas-24957787.html,24900.0,Volvo
Jaguar I-Pace,Visureigis / Krosoveris,Automatinė,294 kW,"Elektra, 90 kWh",2018-12,77 000 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/jaguar-i-pace-90-kwh-visureigis-krosoveris-2018-elektra-25674902.html,24900.0,Jaguar
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2020-07,105 376 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2020-benzinas-elektra-25520047.html,24900.0,Toyota
Skoda Superb,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2020-05,168 300 km,24 900 €,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2020-dyzelinas-25601137.html,24900.0,Skoda
Lexus GS 200t,Sedanas,Automatinė,"2.0 l., 177 kW",Benzinas,2016-09,97 000 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/lexus-gs-200t-2-0-l-sedanas-2016-benzinas-25589925.html,24900.0,Lexus
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2020-06,123 000 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2020-benzinas-elektra-25615719.html,24900.0,Toyota
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2019-05,70 408 km,24 900 €,Šiauliai,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2019-benzinas-elektra-25479295.html,24900.0,Toyota
Toyota Camry,Sedanas,Automatinė,"2.5 l., 160 kW",Benzinas / elektra,2019-05,83 700 km,24 900 €,Kaunas,https://autoplius.lt/skelbimai/toyota-camry-2-5-l-sedanas-2019-benzinas-elektra-24315002.html,24900.0,Toyota
Mercedes-Benz C43 AMG,Universalas,Automatinė,"3.0 l., 270 kW",Benzinas,2016-02,238 100 km,24 950 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-c43-amg-3-0-l-universalas-2016-benzinas-25709680.html,24950.0,Mercedes-Benz
Audi Q3,Visureigis / Krosoveris,Automatinė,"1.5 l., 110 kW",Benzinas,2019-05,194 336 km,24 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-q3-1-5-l-visureigis-krosoveris-2019-benzinas-25325745.html,24950.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2018-03,130 000 km,24 950 €,Kaunas,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2018-benzinas-24380936.html,24950.0,Audi
Lexus NX 300h,Visureigis / Krosoveris,Automatinė,"2.5 l., 145 kW",Benzinas / elektra,2017-01,116 750 km,24 950 €,Vilnius,https://autoplius.lt/skelbimai/lexus-nx-300h-2-5-l-visureigis-krosoveris-2017-benzinas-elektra-25053783.html,24950.0,Lexus
Tesla Model S,Hečbekas,Automatinė,311 kW,"Elektra, 85 kWh",2015-06,238 300 km,24 990 €,Vilnius,https://autoplius.lt/skelbimai/tesla-model-s-85-kwh-hecbekas-2015-elektra-24302998.html,24990.0,Tesla
Mazda 3,Sedanas,Automatinė,"2.0 l., 132 kW",Benzinas,2019-11,84 000 km,24 990 €,Vilnius,https://autoplius.lt/skelbimai/mazda-3-2-0-l-sedanas-2019-benzinas-24510430.html,24990.0,Mazda
Volkswagen Tiguan Allspace,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2019-11,136 000 km,24 990 €,Vilnius,https://autoplius.lt/skelbimai/volkswagen-tiguan-allspace-2-0-l-visureigis-krosoveris-2019-dyzelinas-24911373.html,24990.0,Volkswagen
Seat Ateca,Visureigis / Krosoveris,Automatinė,"1.5 l., 110 kW",Benzinas,2020-10,35 100 km,24 990 €,Vilnius,https://autoplius.lt/skelbimai/seat-ateca-1-5-l-visureigis-krosoveris-2020-benzinas-25517983.html,24990.0,Seat
BMW X4,Visureigis / Krosoveris,Automatinė,"2.0 l., 140 kW",Dyzelinas,2016-06,175 930 km,24 990 €,Vilnius,https://autoplius.lt/skelbimai/bmw-x4-2-0-l-visureigis-krosoveris-2016-dyzelinas-25612015.html,24990.0,BMW
Chevrolet Camaro,Sedanas,Automatinė,"2.0 l., 205 kW",Benzinas,2019-01,100 700 km,24 990 €,Vilnius,https://autoplius.lt/skelbimai/chevrolet-camaro-2-0-l-sedanas-2019-benzinas-25578793.html,24990.0,Chevrolet
Ford Ranger,Pikapas,Automatinė,"2.3 l., 201 kW",Benzinas,2019,49 700 km,24 999 €,Kaunas,https://autoplius.lt/skelbimai/ford-ranger-2-3-l-pikapas-2019-benzinas-25708386.html,24999.0,Ford
Mitsubishi Eclipse Cross,Visureigis / Krosoveris,Automatinė,"2.4 l., 149 kW",Benzinas / elektra,2022-11,18 935 km,25 000 €,Vilnius,https://autoplius.lt/skelbimai/mitsubishi-eclipse-cross-2-4-l-visureigis-krosoveris-2022-benzinas-elektra-25653597.html,25000.0,Mitsubishi
BMW 740,Sedanas,Automatinė,"2.0 l., 240 kW",Benzinas / elektra,2016-10,419 000 km,25 000 €,Vilnius,https://autoplius.lt/skelbimai/bmw-740-2-0-l-sedanas-2016-benzinas-elektra-25381947.html,25000.0,BMW
Mercedes-Benz V220,Vienatūris,Automatinė,"2.1 l., 120 kW",Dyzelinas,2015-05,117 300 km,25 000 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-v220-2-1-l-vienaturis-2015-dyzelinas-25689530.html,25000.0,Mercedes-Benz
Mercedes-Benz GLC350,Visureigis / Krosoveris,Automatinė,"3.0 l., 190 kW",Dyzelinas,2017-11,250 000 km,25 000 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-glc350-3-0-l-visureigis-krosoveris-2017-dyzelinas-25359579.html,25000.0,Mercedes-Benz
